"lsoa11","lsoa_area","surface_flooding_area","surface_flooding_area_pct"
"E01000097",179124.283441628,1548.82957211066,0.00864667560618816
"E01000098",175360.978681835,5235.19555978688,0.0298538226641932
"E01000099",309933.139565764,8405.68702444871,0.027120968852268
"E01000100",211459.649427099,2937.67753047821,0.0138923787041034
"E01000101",163850.031699717,6245.85243070489,0.0381193239080446
"E01000102",252863.146452126,7344.97209702362,0.0290472225790097
"E01000103",701238.169109116,41007.4359103743,0.0584786135678724
"E01000104",220114.824510427,8240.72010846167,0.0374382785293559
"E01000105",220860.413735699,6435.55031578185,0.0291385414295348
"E01000106",219424.766070595,5227.24065534832,0.0238224734106203
"E01000107",536103.34075689,46279.6322207951,0.086325953789909
"E01000108",242127.750669592,16893.7090123289,0.0697718826760261
"E01000109",375319.589615019,7055.25078888354,0.0187979817310373
"E01000110",194635.808538476,2659.14689136785,0.0136621668506707
"E01000111",296631.706683358,12235.4271793171,0.0412478737223392
"E01000112",277473.029628632,10436.0667752499,0.0376111032817045
"E01000113",153918.520914585,4312.50072724324,0.028018075418204
"E01000114",256104.100802474,6179.14903371526,0.02412748961986
"E01000115",274048.836343742,1335.38791529697,0.00487281001851067
"E01000116",245204.221804677,19928.8417772056,0.0812744643241926
"E01000117",331131.055705034,11339.7247282106,0.0342454280045295
"E01000118",285147.319838396,12922.6060474327,0.0453190514108862
"E01000119",397471.872862004,3656,0.00919813513765112
"E01000120",245128.483101897,4897.60075056966,0.0199797293590471
"E01000121",376385.918799637,16687.8126509025,0.0443369738807525
"E01000122",236114.535873567,6344.68854379807,0.0268712323039504
"E01000123",527412.895571119,39973.2975194331,0.0757912782472776
"E01000124",255645.0233112,24035.098341293,0.0940174701231511
"E01000125",307773.24740959,34832.1113837493,0.113174590959149
"E01000126",161506.111251307,18631.8242935548,0.115362967687107
"E01000127",200501.75965697,23922.2378314298,0.119311859768001
"E01000128",246781.861232313,31218.4372838473,0.126502155093397
"E01000129",171784.526532209,23227.2376354739,0.135211465807538
"E01000130",171189.785761549,24800.3188521679,0.144870318879378
"E01000131",335993.92005896,51271.8193345404,0.152597461661042
"E01000132",153493.723298766,14070.8717304799,0.0916706652759459
"E01000133",155710.17553449,12911.5541563933,0.0829204264401681
"E01000134",159337.136672681,11412.3231635911,0.0716237495031365
"E01000135",330703.706261228,87367.4530195345,0.264186494936109
"E01000136",520448.482874494,24781.5997748047,0.0476158555366195
"E01000137",123010.18285341,11449.6238623772,0.0930786671215799
"E01000138",261616.493488091,23271.5677166406,0.0889529838366245
"E01000139",350983.929679417,22310.3766105607,0.0635652368213516
"E01000140",145927.064381022,11625.046173503,0.079663400499509
"E01000141",370657.781449568,30238.6892183027,0.0815811531058254
"E01000142",199486.925136368,6862.96888359125,0.0344031012503691
"E01000143",174454.901084296,14721.6948915399,0.084386823184901
"E01000144",198035.407946093,21138.340275679,0.106740206182891
"E01000145",207014.971223875,6406.76781673824,0.0309483308326028
"E01000146",206557.159020477,11094.5881832781,0.0537119518679007
"E01000147",202256.887941618,2796.74604591391,0.0138276924676167
"E01000148",234030.328904726,11551.0809568149,0.0493571966115444
"E01000150",464708.131792469,25104.0008641193,0.0540210061900323
"E01000151",142262.740283613,10071.0548835218,0.0707919365495444
"E01000152",184864.085477498,11289.070053778,0.061066864472992
"E01000153",165083.803138737,19938.5555389845,0.12077838746075
"E01000154",134748.914415687,13750.4161940801,0.102044727066679
"E01000155",290469.861175635,13659.030351616,0.0470239159971124
"E01000156",180019.644997997,12783.9906803091,0.0710144200120564
"E01000157",125815.431933737,5344.84653356417,0.0424816451481018
"E01000158",270430.795512146,67357.8119962321,0.249075967360407
"E01000159",493321.433563814,65012.6574140773,0.131785592497812
"E01000160",302434.549168515,30446.6235419563,0.100671777168526
"E01000161",242457.134621817,5340.8628174641,0.0220280703465161
"E01000162",182301.528220445,24435.1708322981,0.13403711461349
"E01000163",191346.876361107,30874.7704120479,0.16135497479343
"E01000164",547145.382494279,68943.2367516087,0.126005334153267
"E01000165",185064.761114498,17180.8053134831,0.0928367194814226
"E01000166",369606.219900792,3387.12837104399,0.00916415414208437
"E01000167",601770.281296741,7726.23916467925,0.0128391836632912
"E01000168",313856.589084101,4356.06066384227,0.0138791435813222
"E01000169",238432.342690372,7354.96272231438,0.0308471687998533
"E01000170",296508.209772805,5818.72107429459,0.0196241482782318
"E01000171",333138.960437464,4573.34211802197,0.0137280314257344
"E01000172",543843.055142484,3178.32755269914,0.00584419994453443
"E01000173",365611.77391623,11267.3072589154,0.0308176816578588
"E01000174",188486.147452461,5590.61699350711,0.0296606252982976
"E01000175",500809.77059318,35175.1076179266,0.0702364643889909
"E01000176",219800.924910581,12408.6560081432,0.0564540663929931
"E01000177",169105.750643706,6710.46581196036,0.0396820675016477
"E01000178",417617.559202909,21331.9423606191,0.0510800896431047
"E01000179",143491.92251527,6249.47046974716,0.0435527684081457
"E01000180",170599.795760514,3196.22918331274,0.0187352462473025
"E01000181",143124.960794264,4725.23081002344,0.0330147221267418
"E01000182",219332.73101504,16993.6378267455,0.0774788046822809
"E01000183",231242.110232337,7081.50961424332,0.0306237890976184
"E01000184",685998.028944736,70484.8430137348,0.102747879789335
"E01000185",123621.424647393,15041.4168265123,0.121673220231972
"E01000186",254911.840807123,17365.5139412964,0.0681236065233856
"E01000187",215773.859723013,17211.3445603331,0.0797656610602746
"E01000188",3189216.10200506,159031.796846379,0.0498654815979375
"E01000189",162052.714324631,6442.03189991546,0.0397526936019752
"E01000190",248342.16641778,4148.03786369863,0.0167029140622075
"E01000191",254355.847560433,26651.0941590456,0.104778775147733
"E01000192",284041.540102808,22592.266185667,0.0795385990988846
"E01000193",303891.051998091,7170.28380834984,0.0235949158792437
"E01000194",332323.098209425,18826.0535772703,0.0566498497357121
"E01000195",315272.553092752,50143.7993435428,0.159049047725987
"E01000196",245783.670333411,14596.1722033342,0.0593862569613928
"E01000197",277049.909997706,7679.16182987714,0.0277176117109756
"E01000198",329218.865381444,25480.4074218459,0.077396559253442
"E01000199",338068.866604034,24704.7793536496,0.0730761740997147
"E01000200",277825.207575374,10266.4809835786,0.0369530219132232
"E01000201",393642.653620038,6816.83387332081,0.0173173151096088
"E01000202",225985.504757837,4416.34669483325,0.0195426104854192
"E01000203",305181.573250586,11658.4554585458,0.0382017018077725
"E01000204",316556.959196536,15095.9852156174,0.0476880535305023
"E01000205",380370.033854852,21011.2314838623,0.0552389242415455
"E01000206",1321169.03489168,46385.9089878157,0.0351097458105493
"E01000207",346778.230678201,16482.4545322295,0.0475302457711789
"E01000208",406827.54862179,29413.6102490858,0.0722999471120632
"E01000209",401420.869367334,11452.5194595176,0.0285299552999512
"E01000210",496396.251944168,11163.1434745842,0.0224883718014852
"E01000211",274211.83979907,18710.5146636676,0.0682337957302564
"E01000212",347781.221908961,32117.4300487929,0.0923495232793227
"E01000213",424683.44049935,9754.75421386601,0.0229694715725111
"E01000214",331251.021868792,29221.7435119809,0.0882163120497652
"E01000215",218822.012580479,27598.2672720053,0.126121988124276
"E01000216",194968.874583375,22643.6942201545,0.116140046807683
"E01000217",214629.888119393,3674.81265655471,0.0171216259243005
"E01000218",151663.456829387,9884.40656675122,0.0651732907411615
"E01000219",191301.915212137,17722.7533751035,0.0926428434103784
"E01000220",153230.759916631,3357.01658387453,0.0219082420899107
"E01000221",421645.253960535,68733.2303645582,0.16301198630589
"E01000222",415943.722358786,81001.9618151331,0.194742599685787
"E01000223",544414.87066696,32253.164337941,0.0592437239975237
"E01000224",160562.279206203,3128.96835626162,0.019487568136992
"E01000225",310442.797751884,15678.0085819969,0.0505020850718118
"E01000226",173065.878364113,12142.7393494048,0.0701625269185513
"E01000227",255735.773655931,10320.8985156932,0.0403576643507803
"E01000228",2885999.59726476,113487.438933036,0.0393234424012377
"E01000229",279702.550376885,22023.1477542878,0.0787377438089597
"E01000230",271557.82725006,49506.0721729533,0.182303978030308
"E01000231",364979.470911885,15731.0462218265,0.0431011809582692
"E01000232",298397.607974798,10293.3304289956,0.0344953516848064
"E01000233",264686.801835669,18502.3819347265,0.0699029260484764
"E01000234",276336.788265228,23480.4641309231,0.0849704604237731
"E01000235",350796.802310779,49704.4558698421,0.141690162345915
"E01000236",229265.068150146,22941.1949298697,0.100064066082869
"E01000237",324443.777357813,11757.9477576743,0.0362403244513674
"E01000238",211012.006478976,25582.7510693325,0.121238366935681
"E01000239",427781.752751934,45234.107860255,0.105741087760903
"E01000240",442619.490598467,54169.4769165768,0.12238384903325
"E01000241",339781.406370087,12979.6974890296,0.0382001405777109
"E01000242",276580.105338261,12303.1137908016,0.0444830034891872
"E01000243",183693.305677289,11051.8290580593,0.0601645716881758
"E01000244",223666.906992817,7399.40629459633,0.0330822578721221
"E01000245",181070.928640196,4720.68679963936,0.0260709261011181
"E01000246",1076381.60456886,25935.9083596066,0.0240954585711218
"E01000247",265898.923022015,5797.24219525933,0.0218024282662451
"E01000248",270827.449388592,5310.03700426329,0.0196067164397516
"E01000249",812952.875756618,15001.0614573197,0.0184525596804836
"E01000250",581581.919015944,4027.48957346071,0.00692505980976052
"E01000251",222971.961607212,8990.47992133545,0.0403211231427076
"E01000252",234870.48457151,2268.21806091555,0.0096573141791469
"E01000253",3316824.0919884,81752.2070405783,0.0246477367425201
"E01000254",1526791.83168174,14642.207178395,0.00959017914201624
"E01000255",1068008.53982713,75389.0801933167,0.0705884619663426
"E01000256",561920.925582455,30418.5806505197,0.0541332049860744
"E01000257",679998.521257038,38793.1678680654,0.0570489003363607
"E01000258",798051.681803606,39281.2735170457,0.0492214657430075
"E01000259",1284031.932714,140949.610819949,0.109771110226231
"E01000260",816332.743613679,80841.9474240087,0.0990306318795247
"E01000261",1197293.14129504,50228.0803240272,0.0419513639489311
"E01000262",2209576.38526747,118748.31442723,0.0537425703944855
"E01000263",393250.587433448,25405.4808942769,0.0646037964242745
"E01000264",378791.590758311,62936.320674917,0.166150258375387
"E01000265",210755.462586818,6366.06006193763,0.030205907755844
"E01000266",642300.29079045,31859.8912228096,0.0496027974447918
"E01000267",279426.011024754,14453.0233091415,0.0517239724968237
"E01000268",252467.626635369,1730.4168862828,0.00685401494577358
"E01000269",271683.852282573,11528,0.0424316716033972
"E01000270",252053.551171661,326.306222062416,0.00129459085398954
"E01000271",342138.922068681,8842.90575327673,0.0258459508196545
"E01000272",469509.77548937,26088.1154842646,0.0555645842667981
"E01000273",329460.628709604,6613.67995758988,0.0200742649690606
"E01000274",267146.13419189,17432.786272858,0.0652556187106798
"E01000275",331159.428910328,17636.3551932478,0.0532563884751215
"E01000276",512686.259214393,62782.2761625668,0.122457497220172
"E01000277",185074.422662362,1993.76475415895,0.0107727730578755
"E01000278",275263.322055496,11813.257942886,0.0429162078502573
"E01000279",5043014.14805419,241500.594451991,0.0478881453356962
"E01000280",1016024.5615348,54047.0694987334,0.0531946485792533
"E01000281",269122.075169654,9001.75301236659,0.0334485865074127
"E01000282",528778.291456226,16165.3979296631,0.0305712208516437
"E01000283",330560.967392932,1455.15762887447,0.0044020854620284
"E01000284",275951.939825071,6405.25865196589,0.0232115007273595
"E01000285",201991.779386982,31459.0980262121,0.155744447232884
"E01000286",269141.13401994,24871.3263614675,0.092409978326185
"E01000287",273524.702503471,41173.4256167472,0.150529093862097
"E01000288",337035.218343667,11587.6270895285,0.0343810571087347
"E01000289",281159.270207891,44727.7809855508,0.159083429660629
"E01000290",2047597.07497537,134345.1203058,0.0656111116526262
"E01000291",249529.247400762,23675.1260572837,0.094879162678913
"E01000292",287957.548753849,27877.7877406919,0.0968121442251972
"E01000293",273514.806669456,6192.20487934222,0.0226393772049991
"E01000294",331024.631280197,6607.75112511317,0.0199615089051184
"E01000295",204129.603365893,3494.16270377484,0.0171173736986679
"E01000296",223700.542581736,3417.7881946454,0.0152784081576226
"E01000297",231846.511824417,19291.7869874119,0.0832093044471683
"E01000298",266096.559589211,2600.13837224377,0.00977140920670961
"E01000299",165164.519342493,1752.53339617873,0.010610834597863
"E01000300",173531.729624043,332,0.00191319478414282
"E01000301",285618.87607215,14972.983282714,0.0524229472807383
"E01000302",216854.228338846,1275.14865226881,0.00588021115399384
"E01000303",216552.652209092,7108.17471081308,0.032824232990459
"E01000304",177512.827093006,13095.2097982469,0.0737704988011136
"E01000305",689026.241027627,48524.9978504504,0.0704254714277344
"E01000306",146527.309654121,7510.43874341931,0.0512562385888866
"E01000307",501280.528290535,35889.6293676493,0.0715958975905967
"E01000308",528891.429529514,38735.6414120443,0.0732393063099972
"E01000309",290475.885619706,10941.2296872404,0.0376665679627697
"E01000310",304855.498578644,8515.94051376846,0.0279343510399947
"E01000311",348938.514108043,8752.61896084285,0.0250835565779154
"E01000312",146542.288341117,2487.13384846418,0.016972123723595
"E01000313",218150.880064677,7153.69030661278,0.0327923971908427
"E01000314",250997.440410411,6650.40072801898,0.0264958906240031
"E01000315",505400.306437275,31925.0232768118,0.063167795646705
"E01000316",406398.944682782,27129.0968630224,0.0667548408232168
"E01000317",170563.088559997,5538.88408158639,0.0324741075478241
"E01000318",272295.37506639,14733.5157668566,0.0541085788301189
"E01000319",158996.699640191,23625.9429678254,0.14859392063666
"E01000320",233333.020255331,12472.3602395195,0.0534530441763932
"E01000321",175208.472184071,2073.01090963141,0.0118316819032218
"E01000322",204639.79826902,5852.03981327423,0.0285967825553713
"E01000323",214164.778431003,6447.76829373897,0.0301065765387572
"E01000324",271324.88469916,11028.7893971613,0.0406479096430458
"E01000325",391339.441446532,11234.4355158919,0.0287076494880388
"E01000326",273310.115094396,18863.6124135091,0.0690190789572275
"E01000327",391909.84843012,3107.31264298549,0.00792864138380933
"E01000328",543340.46693722,8930.99108924197,0.0164371911033711
"E01000329",481209.041292441,5153.10161344925,0.0107086550153109
"E01000330",255143.432873202,1896.80815318888,0.00743428169727393
"E01000331",534152.765349746,11538.0008119629,0.0216005636597391
"E01000332",278160.568622198,4374.8278562755,0.0157277067628427
"E01000333",290557.08302428,6881.01341444437,0.0236821396430022
"E01000334",265022.66506775,3047.45063112388,0.0114988302239917
"E01000335",1389295.04139266,20347.244038445,0.0146457328589099
"E01000336",180790.093656743,19597.0080899374,0.108396470700132
"E01000337",274770.156058936,4373.11062250616,0.0159155225779621
"E01000338",173228.626273779,1696.46623194132,0.0097932210653229
"E01000339",255049.449987965,4622.24234277016,0.0181229261344742
"E01000340",232494.748152585,2823.61782893693,0.0121448671480691
"E01000341",242900.925840948,12362.3433230973,0.0508945912013205
"E01000342",218790.560306375,8026.01030319948,0.0366835310077389
"E01000343",303054.117834533,9524.09934822783,0.0314270580326778
"E01000344",226599.725746459,4505.06039721283,0.0198811379068196
"E01000345",207677.046119872,5496.19360358343,0.0264650990866415
"E01000346",347919.464309623,8739.34039643635,0.0251188602332952
"E01000347",196381.62007089,2423.10487607881,0.0123387559141437
"E01000348",293395.208227516,8035.24710285409,0.0273871108918149
"E01000349",333343.299569276,7468.70836942352,0.0224054552141114
"E01000350",269434.281754898,5260.41707107595,0.0195239337652709
"E01000351",312714.506378097,10380.7958275843,0.0331957604008082
"E01000352",344373.7583433,9380.05944957428,0.0272380203843043
"E01000353",337761.148938245,2952.23398761267,0.00874059671129448
"E01000354",205209.724693438,816.859077121306,0.00398060607674226
"E01000355",420603.323061499,9185.92667659945,0.0218398813631254
"E01000356",309501.25762503,8098.22597662607,0.0261654057200546
"E01000357",201627.084295391,16005.9215579478,0.0793837872222493
"E01000358",294600.131937618,6672.59675130025,0.0226496733297906
"E01000359",203682.727843543,6739.25323856371,0.0330870138568667
"E01000360",439742.116621933,8534.94098821789,0.0194089687241756
"E01000361",285323.783131027,11779.5913710515,0.0412849964408403
"E01000362",394430.237713742,5945.10330925363,0.0150726357687828
"E01000363",418594.746426102,10781.5937078413,0.0257566388491324
"E01000364",432811.064076745,16389.4148144392,0.0378673656353966
"E01000365",340956.928876715,3618.34992558324,0.0106123372752797
"E01000366",235830.452696638,7253.96978099526,0.0307592581791226
"E01000367",261774.525345848,7218.4600200825,0.0275751049898599
"E01000368",237791.057987213,3062.45272849628,0.0128787547959897
"E01000369",266032.95951855,1502.42826061619,0.00564752677012349
"E01000370",325767.767164273,11295.9628942423,0.034674894304525
"E01000371",231418.248788831,8525.58249009849,0.0368405799227963
"E01000372",229358.704024337,4041.96644352414,0.017622904091293
"E01000373",89010.2143155092,6190.04150164919,0.0695430468205336
"E01000374",743523.432053679,16290.807224476,0.0219102808629437
"E01000375",429242.770669473,18013.9362390341,0.0419667784059322
"E01000376",550099.066033619,7749.40184043384,0.0140872841255837
"E01000377",430606.332393769,4338.55159237997,0.0100754477256794
"E01000378",1261752.76307698,40401.3796833743,0.0320200445488616
"E01000379",324170.195151406,7326.6708767769,0.0226013093935268
"E01000380",224641.730790382,3701.16898014964,0.0164758745720459
"E01000381",2056640.31299711,24778.950653292,0.0120482665328981
"E01000382",584944.963907003,5649.34301698722,0.00965790521428503
"E01000383",2786120.77015512,33406.705099434,0.0119904009392866
"E01000384",299851.031078418,2601.63836710603,0.0086764362882102
"E01000385",597348.766628058,24054.1951100934,0.0402682594389132
"E01000386",551749.897189241,8756.79436740939,0.0158709487976687
"E01000387",307404.180790325,3402.94466306316,0.0110699361808103
"E01000388",530022.386914177,24862.4397506776,0.0469082822999766
"E01000389",442066.228733237,4985.41230569345,0.011277523551119
"E01000390",544788.332328557,27544.3691488583,0.050559763332535
"E01000391",465331.886679287,3632.15504302753,0.00780551504636272
"E01000392",220893.2683818,12897.3062980356,0.0583870499654312
"E01000393",276331.405049643,5071.04295736586,0.0183513088440123
"E01000394",236956.933974897,3444.40277473007,0.0145359864214607
"E01000395",321196.903298171,9330.59109431443,0.029049442876019
"E01000396",219178.6675438,3761.66283787743,0.017162540862357
"E01000398",233656.033598993,8421.60575097772,0.0360427489128361
"E01000399",291507.767810116,5778.25365148275,0.0198219542995047
"E01000400",282091.60496199,4516.57824930392,0.0160110338977032
"E01000401",269902.679339157,2443.2407087429,0.00905230253632552
"E01000402",311910.832080407,11030.4631359315,0.0353641553977452
"E01000403",626171.473118797,27944.3978283286,0.0446273888670539
"E01000404",170110.350056251,1234.81322092772,0.0072588953024869
"E01000405",387563.086282274,15491.8806613978,0.0399725392064677
"E01000406",428712.742377746,18169.6977528273,0.0423819867169184
"E01000407",432569.816302679,8767.54103234709,0.0202684993310126
"E01000408",1087730.1272364,22618.5013914946,0.0207942216779098
"E01000409",226549.646876353,0,0
"E01000410",272435.328920966,5762.6645552632,0.0211524128610169
"E01000411",191238.234376992,8540.70473561299,0.0446600271302261
"E01000412",250178.257804073,5862.58846704199,0.0234336449478087
"E01000413",201857.14038045,7614.77745899221,0.0377235972165278
"E01000414",294515.580055813,12602.4432940026,0.0427904129608841
"E01000415",228645.314299869,2372.77716444916,0.0103775455522226
"E01000416",178242.050898793,2199.71681811847,0.0123411776683802
"E01000417",745451.424614181,5058.06124843891,0.00678523252008913
"E01000418",515469.360863297,7655.61862350565,0.0148517432940809
"E01000419",263751.015259148,2968.9769229492,0.0112567412111458
"E01000420",274491.310579183,6170.78016390098,0.0224807850961858
"E01000421",288557.047057403,5409.80038745216,0.0187477673569898
"E01000422",104206.413344219,503.895209143346,0.0048355489165418
"E01000423",283246.086565949,8756.69328328835,0.0309154960954756
"E01000424",385729.516605303,13747.1313153929,0.0356393035108579
"E01000425",366936.251979417,22111.9472721393,0.0602610048826129
"E01000426",255990.038906253,5455.4545889112,0.0213111987178105
"E01000427",407282.453092458,4177.75063497666,0.0102576249068807
"E01000428",892933.323799124,3351.88746731612,0.00375379367975091
"E01000429",310160.141170289,6983.3001339247,0.0225151436531318
"E01000430",1510136.76743503,12053.9743791505,0.00798204152040094
"E01000431",146479.343253578,8242.19879213177,0.0562686765864539
"E01000432",460834.414293537,20672.5632441,0.0448589831898539
"E01000433",311180.405803389,9009.01613842193,0.0289511035091137
"E01000434",1547636.33210175,34329.8480282814,0.0221821156018353
"E01000435",175179.514028372,22328.8363136614,0.127462599936457
"E01000436",277149.036068611,5592.48029128416,0.0201786027135944
"E01000437",266195.030763501,3586.99871428298,0.0134750776676587
"E01000438",183045.003164311,3232.19495868871,0.0176579251157559
"E01000439",252178.925020902,1764.63323102301,0.00699754442555714
"E01000440",241778.287806134,2171.38297120502,0.00898088488800161
"E01000441",235489.566086448,6083.66209886716,0.0258341046695626
"E01000442",307444.79321729,6068.4103646089,0.019738211537445
"E01000443",273807.048129745,5867.19660310949,0.0214282161222135
"E01000444",1379720.11923098,23789.2941368709,0.0172421158503729
"E01000445",591145.521803629,8813.26857758753,0.014908796992486
"E01000446",280065.038934133,10382.441896703,0.0370715385833817
"E01000447",991538.90922286,35134.4408926293,0.0354342533266463
"E01000448",455587.368990751,11371.3413625225,0.024959737992107
"E01000449",456693.688477959,9165.8424980953,0.020070000372991
"E01000450",229096.868706681,1997.05701170956,0.00871708558472902
"E01000451",208397.665613953,9682.10144700611,0.0464597404125521
"E01000452",159330.196984669,2132.02323903988,0.0133811623872217
"E01000453",210376.322407118,10309.396438576,0.0490045472827753
"E01000454",205350.118449673,1996.22644885661,0.00972108739906005
"E01000455",262943.103350059,15854.3393201374,0.0602957032078165
"E01000456",168845.539759472,6857.44777152961,0.0406137336011265
"E01000457",297820.804251755,5657.63740138029,0.0189967837055391
"E01000458",338492.714936743,8751.17307229363,0.0258533572101516
"E01000459",309968.584604152,1395.38976836872,0.00450171352090635
"E01000460",516050.395548612,18184.615899561,0.0352380621280777
"E01000461",541198.201879601,28305.7055706863,0.0523019209457452
"E01000462",462967.421202195,24355.0130554675,0.0526063216116254
"E01000463",235921.042109466,4101.01052356159,0.0173829790123542
"E01000464",145363.432034935,851.090857571573,0.00585491719380314
"E01000465",268259.906205349,3068.85738165188,0.0114398660055547
"E01000466",2360108.40963369,4896.75104052742,0.00207479920012973
"E01000467",171899.546437029,1908.20673944009,0.0111007084020382
"E01000468",293387.63231871,4184.13465898285,0.014261455487795
"E01000469",379582.956202583,1984.75388009737,0.00522877502181132
"E01000470",361058.303314081,519.385031795711,0.00143850737409549
"E01000471",139033.026274652,1686.89190553688,0.0121330301924415
"E01000472",432847.143018963,14246.255844082,0.0329129025658323
"E01000473",173634.582058248,4834.77920778691,0.0278445638563234
"E01000474",196455.554098649,11515.9069376136,0.0586183831271628
