"lsoa11","lsoa_area","surface_flooding_area_1_in_100","surface_flooding_area_1_in_100_pct"
"E01000111",296631.706683358,33237.2531958415,0.11204888906674
"E01000112",277473.029628632,30555.3461472957,0.110120058112281
"E01000113",153918.520914585,13964.1933653319,0.0907245813067626
"E01000114",256104.100802474,25786.2227684629,0.10068648915681
"E01000115",274048.836343742,5149.06851938234,0.0187888720422218
"E01000116",245204.221804677,32182.9653890776,0.131249638167787
"E01000117",331131.055705034,22500.5523116933,0.067950595161743
"E01000118",285147.319838396,23030.9188994357,0.0807684915730165
"E01000119",397471.872862004,11359.4383659683,0.0285792257051409
"E01000120",245128.483101897,15873.6468512239,0.0647564356877507
"E01000121",376385.918799637,32735.8876496932,0.0869742623584162
"E01000122",236114.535873567,20577.226086768,0.0871493405123795
"E01000123",527412.895571119,54333.1815066889,0.103018303046711
"E01000124",255645.0233112,30760.4407205437,0.120324817288145
"E01000125",307773.24740959,95157.592446974,0.309180844169788
"E01000126",161506.111251307,28970.7327551616,0.179378554351312
"E01000127",200501.75965697,31209.3378822637,0.155656179455275
"E01000128",246781.861232313,43247.4121186743,0.1752455059003
"E01000129",171784.526532209,29568.5209644785,0.172125636466649
"E01000130",171189.785761549,36582.6074155302,0.213696204202781
"E01000131",335993.92005896,82273.0650167838,0.244864743392817
"E01000132",153493.723298766,16702.2966244636,0.108814199470252
"E01000133",155710.17553449,22116.0121192173,0.142033184686242
"E01000134",159337.136672681,14291.5481685413,0.0896937679876833
"E01000135",330703.706261228,118021.325587228,0.356879355606618
"E01000136",520448.482874494,44440.4146419953,0.0853886909162383
"E01000137",123010.18285341,18445.9587504091,0.149954729946146
"E01000138",261616.493488091,41396.7350200591,0.158234423480427
"E01000139",350983.929679417,39097.5505907578,0.11139413313444
"E01000140",145927.064381022,20432.4729213311,0.140018392119374
"E01000141",370657.781449568,42843.6831902649,0.11558824698813
"E01000142",199486.925136368,14950.738870287,0.0749459587893635
"E01000143",174454.901084296,20781.4002542033,0.119121905575824
"E01000144",198035.407946093,36265.5518365819,0.183126604543636
"E01000145",207014.971223875,13658.8486181004,0.0659800039453627
"E01000146",206557.159020477,16946.7257692635,0.0820437589751296
"E01000147",202256.887941618,9355.1024867394,0.0462535668473242
"E01000148",234030.328904726,26281.821066498,0.112300919241956
"E01000150",464708.131792469,50649.1843534827,0.108991388117352
"E01000151",142262.740283613,18363.9930161714,0.12908505051682
"E01000152",184864.085477498,19993.3195401842,0.108151453477522
"E01000153",165083.803138737,30348.1949877711,0.183835085034153
"E01000154",134748.914415687,18963.4140635009,0.140731479327549
"E01000155",290469.861175635,22656.4567330244,0.0779993374917647
"E01000156",180019.644997997,20791.2870557968,0.115494545364914
"E01000157",125815.431933737,11249.7110777107,0.0894143977794043
"E01000158",270430.795512146,86617.0289540917,0.320292771354147
"E01000159",493321.433563814,87938.4181926051,0.178257850175548
"E01000160",302434.549168515,40605.0402854877,0.134260587611843
"E01000161",242457.134621817,8160.59517541714,0.0336578883856975
"E01000162",182301.528220445,29591.5555704271,0.162322037885738
"E01000163",191346.876361107,41828.4013946746,0.218599865282027
"E01000164",547145.382494279,92359.046031417,0.168801654891756
"E01000165",185064.761114498,24914.5858671702,0.134626309823272
"E01000166",369606.219900792,14883.9594151853,0.0402697752737505
"E01000167",601770.281296741,34777.4819236195,0.0577919565065232
"E01000168",313856.589084101,16420.6006548801,0.0523188017266067
"E01000169",238432.342690372,25406.7794086489,0.106557605071398
"E01000170",296508.209772805,24948.8720755012,0.0841422640358521
"E01000171",333138.960437464,13829.3074478968,0.0415121288417804
"E01000172",543843.055142484,15628.0001193178,0.0287362318439892
"E01000173",365611.77391623,22457.3124373484,0.0614239311737642
"E01000174",188486.147452461,18608.6521132869,0.0987268951315393
"E01000175",500809.77059318,45840.6691737872,0.0915330967275091
"E01000176",219800.924910581,18745.4154714822,0.0852836059680281
"E01000177",169105.750643706,10662.7723314794,0.0630538718576464
"E01000178",417617.559202909,28802.1719756884,0.0689678183806783
"E01000179",143491.92251527,8500.67734757102,0.0592415043199827
"E01000180",170599.795760514,6716.03793589601,0.0393672097082925
"E01000181",143124.960794264,8422.4798811244,0.0588470371232545
"E01000182",219332.73101504,27398.0505131536,0.124915466954519
"E01000183",231242.110232337,10205.9591257383,0.0441353831077047
"E01000184",685998.028944736,92062.5237164562,0.134202315213755
"E01000185",123621.424647393,20442.8167885062,0.165366293478785
"E01000186",254911.840807123,25635.941596421,0.100567872858516
"E01000187",215773.859723013,30613.3841385396,0.141877167965748
"E01000188",3189216.10200506,252553.160381295,0.0791897294832154
"E01000189",162052.714324631,12020.0889925141,0.0741739442169104
"E01000190",248342.16641778,10191.2215614413,0.0410370164215159
"E01000191",254355.847560433,38667.7737776677,0.152022350374628
"E01000192",284041.540102808,40125.6630528368,0.141266883140802
"E01000193",303891.051998091,14466.0943198694,0.0476028965800554
"E01000194",332323.098209425,35145.1920962318,0.105756091844341
"E01000195",315272.553092752,70495.8045526417,0.223602733130728
"E01000196",245783.670333411,20956.9872823918,0.0852659871746692
"E01000197",277049.909997706,12780.9827007809,0.0461324196094731
"E01000198",329218.865381444,39750.6246949252,0.120742244369468
"E01000199",338068.866604034,39144.2749085407,0.115787872754307
"E01000200",277825.207575374,17754.4905571896,0.0639052543580763
"E01000201",393642.653620038,17774.4282253326,0.0451537150811134
"E01000202",225985.504757837,8524.41032528328,0.0377210491195792
"E01000203",305181.573250586,30222.9712473425,0.099032752618148
"E01000204",316556.959196536,28243.4097089572,0.0892206248778823
"E01000205",380370.033854852,48181.3808424598,0.126669759849814
"E01000206",1321169.03489168,99714.3429274902,0.0754743263685903
"E01000207",346778.230678201,38551.58492592,0.111170718099933
"E01000208",406827.54862179,61470.9209207427,0.151098226088641
"E01000209",401420.869367334,22598.3579212281,0.0562959219256452
"E01000210",496396.251944168,30631.8866641903,0.0617085373715425
"E01000211",274211.83979907,37652.6403869375,0.137312234273063
"E01000212",347781.221908961,53212.900978348,0.153006826206038
"E01000213",424683.44049935,34027.4205558999,0.0801241991349835
"E01000214",331251.021868792,48009.3054514072,0.144933305203278
"E01000215",218822.012580479,44693.6522157721,0.204246600644597
"E01000216",194968.874583375,31080.7271046885,0.159413789360503
"E01000217",214629.888119393,9580.92656408757,0.0446392934741593
"E01000218",151663.456829387,16495.6476052292,0.108764813555489
"E01000219",191301.915212137,26552.3716865942,0.138798253311526
"E01000220",153230.759916631,6885.73571637772,0.0449370330090648
"E01000221",421645.253960535,104089.100865184,0.246864158643955
"E01000222",415943.722358786,113874.408187847,0.273773595
"E01000223",544414.87066696,64118.5112228552,0.117775091529561
"E01000224",160562.279206203,7049.56728980133,0.0439055008726419
"E01000225",310442.797751884,34543.4147571828,0.111271432313244
"E01000226",173065.878364113,19185.1273678366,0.110854476625791
"E01000227",255735.773655931,24022.5650741539,0.0939350984445144
"E01000228",2885999.59726476,177945.246052741,0.0616580980196222
"E01000229",279702.550376885,29751.5996996415,0.106368710830676
"E01000230",271557.82725006,61182.9341631556,0.225303519264116
"E01000231",364979.470911885,27131.3413294636,0.07433662299328
"E01000232",298397.607974798,19024.2745858558,0.0637547824695115
"E01000233",264686.801835669,23920.7725431659,0.0903738772665254
"E01000234",276336.788265228,30099.8096343728,0.108924366615577
"E01000235",350796.802310779,60618.9809800499,0.172803687435971
"E01000236",229265.068150146,35762.0947228113,0.155985798496746
"E01000237",324443.777357813,19294.5775984405,0.0594697107633581
"E01000238",211012.006478976,33195.4217885225,0.157315322205753
"E01000239",427781.752751934,57944.4820084432,0.135453374613771
"E01000240",442619.490598467,73624.8399868216,0.166338901812194
"E01000241",339781.406370087,19028.3863888049,0.0560018471642894
"E01000242",276580.105338261,17264.2393078377,0.062420394578718
"E01000243",183693.305677289,15162.90460353,0.0825446771052621
"E01000244",223666.906992817,12748.4790627522,0.0569976096784027
"E01000245",181070.928640196,7762.23876615831,0.0428684981319259
"E01000246",1076381.60456886,68603.3750599724,0.0637351797622471
"E01000247",265898.923022015,27213.1329698413,0.102343900684352
"E01000248",270827.449388592,8532.28258314634,0.0315044970604289
"E01000249",812952.875756618,46068.0206723137,0.0566675167111477
"E01000250",581581.919015944,17752.0718444698,0.0305237684735916
"E01000251",222971.961607212,27899.4784748773,0.125125501313143
"E01000252",234870.48457151,7718.38508484241,0.0328623032345829
"E01000253",3316824.0919884,156193.269629956,0.0470912129489267
"E01000254",1526791.83168174,48799.1271395111,0.0319618733391831
"E01000255",1068008.53982713,103029.251196756,0.0964685649549508
"E01000256",561920.925582455,43632.4427334432,0.0776487237741082
"E01000257",679998.521257038,63810.0213154621,0.0938384707035886
"E01000258",798051.681803606,61361.297661919,0.0768888770752814
"E01000259",1284031.932714,209483.64839533,0.163145201500211
"E01000260",816332.743613679,116101.901020573,0.142223746295685
"E01000261",1197293.14129504,78530.3916265735,0.065589945284103
"E01000262",2209576.38526747,165408.847194159,0.0748599814412554
"E01000263",393250.587433448,36350.018234094,0.0924347461788488
"E01000264",378791.590758311,86530.70623032,0.228438825838484
"E01000265",210755.462586818,10728.6475937935,0.0509056679343436
"E01000266",642300.29079045,50192.11906274,0.0781443193820929
"E01000267",279426.011024754,29231.4772946519,0.104612584875151
"E01000268",252467.626635369,6000.81051270169,0.0237686335974017
"E01000269",271683.852282573,20908.2241264706,0.076957919842525
"E01000270",252053.551171661,5100.70043737758,0.0202365743853525
"E01000271",342138.922068681,16287.5389989887,0.0476050456361673
"E01000272",469509.77548937,42415.5994853872,0.0903401839528844
"E01000273",329460.628709604,11555.1793108461,0.0350730202759103
"E01000274",267146.13419189,31971.6134237659,0.119678368247698
"E01000275",331159.428910328,31159.8749872835,0.0940932743174921
"E01000276",512686.259214393,78556.8488325487,0.15322596894429
"E01000277",185074.422662362,6733.35816718367,0.036381894755212
"E01000278",275263.322055496,25058.5157513487,0.0910347065647077
"E01000279",5043014.14805419,377637.358268126,0.0748832636953506
"E01000280",1016024.5615348,86572.1031940739,0.0852067031364862
"E01000281",269122.075169654,21668.8793781238,0.080516915472147
"E01000282",528778.291456226,28202.5048478327,0.0533352168640747
"E01000283",330560.967392932,5556.54787375954,0.0168094494567308
"E01000284",275951.939825071,11905.5909520558,0.0431437117622834
"E01000285",201991.779386982,45278.6393118564,0.224160802232997
"E01000286",269141.13401994,39805.2166756642,0.14789718717881
"E01000287",273524.702503471,54716.3316416784,0.200041645748556
"E01000288",337035.218343667,20267.0227975725,0.0601332492704269
"E01000289",281159.270207891,68084.8196564885,0.242157477525625
"E01000290",2047597.07497537,178756.120599615,0.0873004375637553
"E01000291",249529.247400762,37198.6240919847,0.149075206531766
"E01000292",287957.548753849,44532.1196693173,0.1546482106895
"E01000293",273514.806669456,12861.6294026805,0.0470235215390873
"E01000294",331024.631280197,14387.2307568925,0.043462719681166
"E01000295",204129.603365893,7577.53198076932,0.0371211811311217
"E01000296",223700.542581736,5158.21235324809,0.023058559866315
"E01000297",231846.511824417,25566.8668710541,0.110274968857053
"E01000298",266096.559589211,4852.82567610015,0.0182370853782993
"E01000299",165164.519342493,5503.38407918601,0.0333206193502973
"E01000300",173531.729624043,3854.56008873156,0.0222124224606214
"E01000301",285618.87607215,25392.5215175034,0.0889035131945868
"E01000302",216854.228338846,3417.35147443548,0.0157587495554649
"E01000303",216552.652209092,13094.5365130869,0.060468141948423
"E01000304",177512.827093006,19555.7944829437,0.110165528898358
"E01000305",689026.241027627,180008.007240335,0.261249857439199
"E01000306",146527.309654121,11302.348066843,0.0771347545622881
"E01000307",501280.528290535,71346.9195430649,0.142329325630046
"E01000308",528891.429529514,85088.2783141509,0.160880425666649
"E01000309",290475.885619706,19730.5318653124,0.0679248531189397
"E01000310",304855.498578644,21725.7407433899,0.0712657007817926
"E01000311",348938.514108043,16820.5190693738,0.0482048223090833
"E01000312",146542.288341117,6451.5433558361,0.0440251304170873
"E01000313",218150.880064677,15692.1705358931,0.071932648317718
"E01000314",250997.440410411,17268.0068672756,0.068797541676283
"E01000315",505400.306437275,43855.2974181876,0.0867733890533968
"E01000316",406398.944682782,39913.0675236341,0.0982115432282644
"E01000317",170563.088559997,7853.89345765604,0.0460468529502113
"E01000318",272295.37506639,24037.2872993735,0.0882765169754089
"E01000319",158996.699640191,28732.2830511666,0.180709933704207
"E01000320",233333.020255331,18213.3983820264,0.0780575263719463
"E01000321",175208.472184071,4897.40213043328,0.0279518568330883
"E01000322",204639.79826902,11157.8990987583,0.0545245802289644
"E01000323",214164.778431003,14851.9632250171,0.0693482996308934
"E01000324",271324.88469916,18573.9970432321,0.0684566661249174
"E01000325",391339.441446532,22067.169847174,0.0563888213403835
"E01000326",273310.115094396,39810.6589455741,0.145661125391661
"E01000327",391909.84843012,10357.7172211581,0.0264288260747929
"E01000328",543340.46693722,26322.4163074706,0.0484455289256266
"E01000329",481209.041292441,16195.9453570001,0.0336567769248489
"E01000330",255143.432873202,4484.0908935679,0.017574784673358
"E01000331",534152.765349746,27630.8696096257,0.0517284031873053
"E01000332",278160.568622198,7182.10471321381,0.0258199957987886
"E01000333",290557.08302428,18360.4396507602,0.063190473485122
"E01000334",265022.66506775,10154.7621800988,0.0383165801215639
"E01000335",1389295.04139266,72598.0252158426,0.0522552971491707
"E01000336",180790.093656743,37566.593446147,0.207791216245911
"E01000337",274770.156058936,15041.0908359609,0.0547406277730348
"E01000338",173228.626273779,6661.53513419181,0.0384551634304575
"E01000339",255049.449987965,16588.7526045233,0.0650413188709331
"E01000340",232494.748152585,10694.0855055642,0.045997105700408
"E01000341",242900.925840948,28874.2434574321,0.118872512969913
"E01000342",218790.560306375,27816.7482766525,0.127138703962824
"E01000343",303054.117834533,40618.9038230313,0.13403184920658
"E01000344",226599.725746459,13808.7067349284,0.0609387619046765
"E01000345",207677.046119872,16934.6637829533,0.0815432619991064
"E01000346",347919.464309623,29058.9770433087,0.0835221366558796
"E01000347",196381.62007089,14498.0730683687,0.0738260182553498
"E01000348",293395.208227516,22839.6959456423,0.0778461791643544
"E01000349",333343.299569276,26090.3265133709,0.0782686394089311
"E01000350",269434.281754898,34056.4863979366,0.126399974702987
"E01000351",312714.506378097,22338.652599898,0.0714346541151141
"E01000352",344373.7583433,17508.7992296329,0.0508424315309725
"E01000353",337761.148938245,12366.9876280969,0.036614594860814
"E01000354",205209.724693438,5048.381008481,0.0246010807529845
"E01000355",420603.323061499,21459.827639089,0.0510215361183707
"E01000356",309501.25762503,19048.4821981535,0.0615457343996687
"E01000357",201627.084295391,32299.128822876,0.160192411330794
"E01000358",294600.131937618,17685.9803088631,0.0600338506046836
"E01000359",203682.727843543,19787.6095367069,0.0971491777737117
"E01000360",439742.116621933,22938.9750278681,0.0521646077571182
"E01000361",285323.783131027,20067.9597390288,0.0703339887015766
"E01000362",394430.237713742,21234.6092102381,0.0538361595533888
"E01000363",418594.746426102,20773.8069494628,0.0496274908532091
"E01000364",432811.064076745,30386.3898545042,0.0702070542473844
"E01000365",340956.928876715,13876.724052831,0.0406993460979015
"E01000366",235830.452696638,14992.6278805303,0.0635737569473954
"E01000367",261774.525345848,15413.938555093,0.058882500253715
"E01000368",237791.057987213,8817.58490675237,0.0370812299730233
"E01000369",266032.95951855,5878.0043414531,0.0220950229328378
"E01000370",325767.767164273,20597.9813919914,0.0632290345091281
"E01000371",231418.248788831,27039.496771108,0.116842543371683
"E01000372",229358.704024337,12819.0390297823,0.055890789426601
"E01000373",89010.2143155092,12808.6797888527,0.143901235238582
"E01000374",743523.432053679,46302.7476653354,0.062274765890623
"E01000375",429242.770669473,52188.6010735745,0.121582947086512
"E01000376",550099.066033619,19657.2556638132,0.035734028427912
"E01000377",430606.332393769,8342.04719869311,0.019372792667305
"E01000378",1261752.76307698,100744.492276867,0.0798448754977844
"E01000379",324170.195151406,17506.571395029,0.0540042596662916
"E01000380",224641.730790382,10838.6710443381,0.0482486980767253
"E01000381",2056640.31299711,78295.1870763,0.0380694604601044
"E01000382",584944.963907003,13802.1371571558,0.0235956166969413
"E01000383",2786120.77015512,74272.1844711199,0.0266579199533352
"E01000384",299851.031078418,11443.1783019906,0.0381628779492106
"E01000385",597348.766628058,58299.707001606,0.0975974342940372
"E01000386",551749.897189241,27834.139336505,0.0504470222437728
"E01000387",307404.180790325,8104.7828271617,0.0263652329201398
"E01000388",530022.386914177,62274.7907803011,0.117494642335522
"E01000389",442066.228733237,19463.8966467913,0.044029367958204
"E01000390",544788.332328557,88499.8595050755,0.162448155096872
"E01000391",465331.886679287,9282.94589160373,0.0199490861411818
"E01000392",220893.2683818,27471.8728331644,0.124367179834928
"E01000393",276331.405049643,21033.3208942035,0.0761162883039836
"E01000394",236956.933974897,11760.5559216488,0.0496316175448773
"E01000395",321196.903298171,27844.2869492832,0.0866891513067764
"E01000396",219178.6675438,14268.8602677406,0.0651015011070325
"E01000398",233656.033598993,19478.0729189599,0.0833621653973151
"E01000399",291507.767810116,22529.2489400967,0.0772852439210881
"E01000400",282091.60496199,13769.8030886172,0.0488132324621025
"E01000401",269902.679339157,11367.0229532115,0.0421152653283883
"E01000402",311910.832080407,21337.2529991798,0.06840818209763
"E01000403",626171.473118797,57880.354493348,0.0924353104191429
"E01000404",170110.350056251,4478.86970389752,0.0263292016177526
"E01000405",387563.086282274,33790.3101891886,0.0871866062202275
"E01000406",428712.742377746,38500.0473279025,0.0898038325485075
"E01000407",432569.816302679,23262.5010322641,0.0537774485309597
"E01000408",1087730.1272364,71524.689926099,0.0657559151255856
"E01000409",226549.646876353,923.676742921311,0.00407714933859702
"E01000410",272435.328920966,15268.0911393892,0.056042992661273
"E01000411",191238.234376992,15043.1223832861,0.078661688298331
"E01000412",250178.257804073,13635.4226258188,0.0545028282853316
"E01000413",201857.14038045,18758.4382720849,0.0929292777888855
"E01000414",294515.580055813,25899.7105842038,0.0879400355638083
"E01000415",228645.314299869,5320.88241686474,0.0232713381122973
"E01000416",178242.050898793,9650.59012027393,0.0541431725656794
"E01000417",745451.424614181,16564.7205577459,0.0222210596301686
"E01000418",515469.360863297,29790.2512934188,0.0577924772163504
"E01000419",263751.015259148,11274.1915806699,0.0427455855272915
"E01000420",274491.310579183,17748.0619180631,0.0646580100499876
"E01000421",288557.047057403,15929.8262337483,0.0552051193904107
"E01000422",104206.413344219,4812.3540065255,0.046180977274682
"E01000423",283246.086565949,25347.8356239816,0.0894905060518101
"E01000424",385729.516605303,34970.8216716406,0.0906615132267007
"E01000425",366936.251979417,53903.5495056959,0.146901673560233
"E01000426",255990.038906253,15723.2935694428,0.0614215054485028
"E01000427",407282.453092458,15594.1941630674,0.0382884016845366
"E01000428",892933.323799124,11035.3880075344,0.012358580101572
"E01000429",310160.141170289,22536.0817540293,0.0726595031489109
"E01000430",1510136.76743503,35374.4820388213,0.0234246876187942
"E01000431",146479.343253578,11243.4155923695,0.0767576870747254
"E01000432",460834.414293537,40939.9162899188,0.0888386696394626
"E01000433",311180.405803389,24347.3253944451,0.0782418331629413
"E01000434",1547636.33210175,93820.0231247856,0.0606214917411342
"E01000435",175179.514028372,37506.5692193612,0.21410362637087
"E01000436",277149.036068611,13624.7105106261,0.049160230552825
"E01000437",266195.030763501,13962.3683449576,0.0524516490969449
"E01000438",183045.003164311,7793.04325463633,0.0425744659505448
"E01000439",252178.925020902,8184.75289354803,0.0324561336474474
"E01000440",241778.287806134,7335.83059787824,0.0303411471081322
"E01000441",235489.566086448,14019.1630341999,0.05953199229665
"E01000442",307444.79321729,15026.5223628544,0.0488755142203182
"E01000443",273807.048129745,11699.9024397809,0.0427304648280523
"E01000444",1379720.11923098,57837.4515188903,0.0419196985770762
"E01000445",591145.521803629,27784.9112502572,0.0470018129638933
"E01000446",280065.038934133,35244.4165857349,0.125843685166373
"E01000447",991538.90922286,114467.366070365,0.115444149498966
"E01000448",455587.368990751,41082.8720209039,0.0901756168348423
"E01000449",456693.688477959,31663.5655013407,0.0693321723075856
"E01000450",229096.868706681,7235.72584858138,0.031583695968562
"E01000451",208397.665613953,16113.0548391055,0.0773187875767963
"E01000452",159330.196984669,6334.03003059363,0.0397541090795431
"E01000453",210376.322407118,23504.8531377504,0.111727654846367
"E01000454",205350.118449673,9021.60605019075,0.043932801784099
"E01000455",262943.103350059,38913.2124976,0.147990998819978
"E01000456",168845.539759472,37020.6396528899,0.219257433187915
"E01000457",297820.804251755,17245.6067760767,0.0579059841685829
"E01000458",338492.714936743,32154.3852867429,0.0949928428821633
"E01000459",309968.584604152,10850.8284267614,0.0350062198742448
"E01000460",516050.395548612,32795.1841009192,0.0635503516396974
"E01000461",541198.201879601,65629.1694378718,0.121266421820951
"E01000462",462967.421202195,46553.692340701,0.100555007131634
"E01000463",235921.042109466,11742.5852180621,0.0497733695691866
"E01000464",145363.432034935,6316.27431225227,0.04345160418842
"E01000465",268259.906205349,12849.6337075837,0.0478999411031908
"E01000466",2360108.40963369,28566.6758748401,0.0121039676644659
"E01000467",171899.546437029,9514.07340854203,0.0553467045477472
"E01000468",293387.63231871,16501.2223481408,0.0562437558043188
"E01000469",379582.956202583,12725.4190056947,0.0335247376041384
"E01000470",361058.303314081,6713.86884177018,0.0185949714496106
"E01000471",139033.026274652,5230.89364862739,0.0376233891240635
"E01000472",432847.143018963,31803.9906222183,0.0734762632378632
"E01000473",173634.582058248,11659.0270895155,0.0671469182654196
"E01000474",196455.554098649,26353.2896890146,0.13414377521636
"E01000475",312195.232425371,14534.3167018625,0.046555216711507
