"LSOA21CD","LSOA11CD","postcode_count","postcode_pct"
"E01018782","E01018782",64,0.984615384615385
"E01018782","E01018783",1,0.0153846153846154
"E01018783","E01018783",72,1
"E01018784","E01018784",80,1
"E01018785","E01018785",105,1
"E01018786","E01018786",31,1
"E01018787","E01018787",66,0.985074626865672
"E01018787","E01018788",1,0.0149253731343284
"E01018788","E01018787",2,0.0526315789473684
"E01018788","E01018788",36,0.947368421052632
"E01018789","E01018789",31,1
"E01018790","E01018790",36,1
"E01018791","E01018791",34,1
"E01018792","E01018792",63,0.984375
"E01018792","E01018793",1,0.015625
"E01018793","E01018791",1,0.0138888888888889
"E01018793","E01018792",1,0.0138888888888889
"E01018793","E01018793",70,0.972222222222222
"E01018794","E01018794",31,1
"E01018795","E01018795",35,1
"E01018796","E01018788",1,0.0285714285714286
"E01018796","E01018796",34,0.971428571428571
"E01018797","E01018797",45,0.978260869565217
"E01018797","E01018798",1,0.0217391304347826
"E01018798","E01018798",44,1
"E01018799","E01018799",25,1
"E01018800","E01018800",24,1
"E01018803","E01018803",93,1
"E01018804","E01018804",85,0.977011494252874
"E01018804","E01018805",1,0.0114942528735632
"E01018804","E01018840",1,0.0114942528735632
"E01018805","E01018805",58,1
"E01018806","E01018806",40,0.975609756097561
"E01018806","E01018840",1,0.024390243902439
"E01018807","E01018807",217,1
"E01018808","E01018808",37,1
"E01018810","E01018810",49,1
"E01018811","E01018811",28,1
"E01018812","E01018812",37,1
"E01018813","E01018813",37,1
"E01018814","E01018814",33,1
"E01018815","E01018815",84,1
"E01018816","E01018816",64,1
"E01018817","E01018817",94,1
"E01018818","E01018818",57,1
"E01018819","E01018819",45,1
"E01018820","E01018820",109,1
"E01018821","E01018821",42,1
"E01018822","E01018822",37,1
"E01018823","E01018823",66,1
"E01018824","E01018824",58,1
"E01018825","E01018825",65,1
"E01018826","E01018826",80,1
"E01018827","E01018827",58,0.983050847457627
"E01018827","E01018830",1,0.0169491525423729
"E01018828","E01018828",50,1
"E01018829","E01018829",66,1
"E01018830","E01018829",1,0.0114942528735632
"E01018830","E01018830",86,0.988505747126437
"E01018831","E01018831",79,1
"E01018832","E01018832",58,1
"E01018833","E01018833",90,1
"E01018834","E01018834",48,1
"E01018835","E01018835",56,0.96551724137931
"E01018835","E01018836",2,0.0344827586206897
"E01018836","E01018836",53,0.963636363636364
"E01018836","E01018837",2,0.0363636363636364
"E01018837","E01018837",97,1
"E01018838","E01018838",42,1
"E01018839","E01018839",53,1
"E01018840","E01018840",70,1
"E01018841","E01018841",31,1
"E01018842","E01018842",49,1
"E01018843","E01018843",67,1
"E01018844","E01018844",62,1
"E01018845","E01018845",79,1
"E01018846","E01018846",70,1
"E01018847","E01018847",87,1
"E01018848","E01018848",49,1
"E01018849","E01018849",119,1
"E01018850","E01018850",102,1
"E01018851","E01018851",56,1
"E01018853","E01018853",59,1
"E01018854","E01018854",41,1
"E01018856","E01018856",39,1
"E01018857","E01018857",43,1
"E01018858","E01018857",1,0.0181818181818182
"E01018858","E01018858",54,0.981818181818182
"E01018859","E01018859",65,0.984848484848485
"E01018859","E01018900",1,0.0151515151515152
"E01018860","E01018860",48,1
"E01018861","E01018861",72,1
"E01018862","E01018862",80,1
"E01018863","E01018863",78,1
"E01018864","E01018864",95,1
"E01018865","E01018865",59,1
"E01018866","E01018866",49,1
"E01018868","E01018868",57,1
"E01018869","E01018869",52,0.981132075471698
"E01018869","E01018873",1,0.0188679245283019
"E01018870","E01018869",2,0.0714285714285714
"E01018870","E01018870",26,0.928571428571429
"E01018871","E01018871",42,1
"E01018872","E01018872",45,1
"E01018873","E01018873",17,1
"E01018874","E01018874",37,1
"E01018875","E01018875",45,1
"E01018876","E01018876",57,1
"E01018877","E01018863",1,0.0151515151515152
"E01018877","E01018877",65,0.984848484848485
"E01018878","E01018875",1,0.0114942528735632
"E01018878","E01018878",86,0.988505747126437
"E01018879","E01018879",74,1
"E01018880","E01018880",99,1
"E01018881","E01018881",77,1
"E01018882","E01018882",33,1
"E01018883","E01018883",40,1
"E01018884","E01018884",46,1
"E01018885","E01018885",67,1
"E01018886","E01018886",54,1
"E01018887","E01018887",62,0.984126984126984
"E01018887","E01018888",1,0.0158730158730159
"E01018888","E01018886",1,0.02
"E01018888","E01018888",49,0.98
"E01018889","E01018889",25,1
"E01018890","E01018890",51,1
"E01018891","E01018891",38,1
"E01018892","E01018892",78,1
"E01018893","E01018893",37,1
"E01018894","E01018894",66,1
"E01018895","E01018895",71,1
"E01018896","E01018896",27,1
"E01018897","E01018896",1,0.0087719298245614
"E01018897","E01018897",113,0.991228070175439
"E01018898","E01018898",16,1
"E01018899","E01018899",63,1
"E01018900","E01018900",94,1
"E01018901","E01018901",61,1
"E01018902","E01018902",79,1
"E01018903","E01018903",59,1
"E01018904","E01018904",75,1
"E01018905","E01018905",66,1
"E01018906","E01018905",1,0.0131578947368421
"E01018906","E01018906",75,0.986842105263158
"E01018907","E01018907",47,1
"E01018908","E01018908",80,1
"E01018909","E01018909",56,1
"E01018910","E01018909",1,0.0149253731343284
"E01018910","E01018910",65,0.970149253731343
"E01018910","E01018911",1,0.0149253731343284
"E01018911","E01018911",82,1
"E01018912","E01018912",76,1
"E01018913","E01018913",81,0.98780487804878
"E01018913","E01018914",1,0.0121951219512195
"E01018914","E01018914",61,1
"E01018915","E01018915",60,1
"E01018916","E01018916",75,0.986842105263158
"E01018916","E01018917",1,0.0131578947368421
"E01018917","E01018917",57,1
"E01018918","E01018918",71,1
"E01018919","E01018919",45,1
"E01018920","E01018920",112,1
"E01018921","E01018921",93,1
"E01018922","E01018922",133,1
"E01018923","E01018923",68,1
"E01018924","E01018924",75,1
"E01018925","E01018925",94,1
"E01018926","E01018926",159,1
"E01018927","E01018927",36,0.972972972972973
"E01018927","E01018930",1,0.027027027027027
"E01018928","E01018928",52,1
"E01018929","E01018929",77,1
"E01018930","E01018930",27,1
"E01018931","E01018931",27,1
"E01018932","E01018932",51,1
"E01018933","E01018933",62,1
"E01018934","E01018934",100,1
"E01018935","E01018935",73,1
"E01018936","E01018936",86,1
"E01018937","E01018937",55,1
"E01018938","E01018938",52,1
"E01018940","E01018940",71,1
"E01018941","E01018941",60,1
"E01018942","E01018942",64,1
"E01018943","E01018943",109,1
"E01018944","E01018944",48,1
"E01018945","E01018945",57,1
"E01018946","E01018946",56,1
"E01018948","E01018948",83,1
"E01018949","E01018949",27,1
"E01018950","E01018950",98,1
"E01018951","E01018951",120,1
"E01018952","E01018952",44,1
"E01018953","E01018953",49,1
"E01018954","E01018954",75,1
"E01018955","E01018955",89,1
"E01018956","E01018924",1,0.0185185185185185
"E01018956","E01018956",53,0.981481481481482
"E01018957","E01018957",70,1
"E01018958","E01018958",65,1
"E01018959","E01018959",52,1
"E01018960","E01018960",99,1
"E01018961","E01018961",49,1
"E01018962","E01018962",120,1
"E01018965","E01018965",105,1
"E01018966","E01018966",57,1
"E01018967","E01018967",62,1
"E01018968","E01018968",121,1
"E01018969","E01018969",143,1
"E01018970","E01018970",47,1
"E01018971","E01018971",62,1
"E01018972","E01018971",1,0.0104166666666667
"E01018972","E01018972",95,0.989583333333333
"E01018973","E01018970",1,0.02
"E01018973","E01018972",1,0.02
"E01018973","E01018973",48,0.96
"E01018974","E01018974",107,1
"E01018975","E01018975",72,1
"E01018976","E01018976",104,1
"E01018977","E01018977",27,1
"E01018978","E01018978",42,1
"E01018979","E01018979",39,1
"E01018980","E01018980",53,1
"E01018981","E01018981",68,1
"E01018982","E01018982",64,1
"E01018983","E01018983",47,1
"E01018985","E01018985",115,1
"E01018986","E01018986",70,1
"E01018987","E01018987",111,0.991071428571429
"E01018987","E01018988",1,0.00892857142857143
"E01018988","E01018988",89,1
"E01018989","E01018989",94,1
"E01018990","E01018990",107,1
"E01018991","E01018991",68,1
"E01018992","E01018991",1,0.0106382978723404
"E01018992","E01018992",93,0.98936170212766
"E01018993","E01018993",63,1
"E01018994","E01018994",74,1
"E01018995","E01018995",121,1
"E01018996","E01018996",50,1
"E01018997","E01018997",41,1
"E01018998","E01018996",1,0.0222222222222222
"E01018998","E01018998",43,0.955555555555556
"E01018998","E01018999",1,0.0222222222222222
"E01018999","E01018995",2,0.0238095238095238
"E01018999","E01018999",81,0.964285714285714
"E01018999","E01019001",1,0.0119047619047619
"E01019000","E01019000",52,1
"E01019001","E01018999",1,0.0114942528735632
"E01019001","E01019001",86,0.988505747126437
"E01019002","E01019002",134,1
"E01019003","E01019003",80,1
"E01019004","E01019004",88,1
"E01019005","E01019005",113,1
"E01019006","E01019006",117,1
"E01019007","E01018862",1,0.00840336134453781
"E01019007","E01019007",118,0.991596638655462
"E01019008","E01019008",47,0.94
"E01019008","E01019009",1,0.02
"E01019008","E01019010",2,0.04
"E01019009","E01019009",68,1
"E01019010","E01019010",40,1
"E01019011","E01019011",105,1
"E01019012","E01019010",1,0.00552486187845304
"E01019012","E01019012",180,0.994475138121547
"E01019013","E01019013",78,1
"E01019014","E01019014",26,1
"E01019015","E01019015",21,1
"E01019016","E01019016",18,1
"E01019018","E01019018",25,1
"E01019019","E01019019",52,1
"E01019020","E01019020",55,1
"E01019021","E01019021",43,1
"E01019022","E01019021",1,0.0188679245283019
"E01019022","E01019022",52,0.981132075471698
"E01019023","E01019023",26,0.962962962962963
"E01019023","E01019049",1,0.037037037037037
"E01019024","E01019024",43,1
"E01019025","E01019025",57,1
"E01019026","E01019026",37,1
"E01019027","E01019027",73,1
"E01019028","E01019028",73,0.986486486486487
"E01019028","E01019029",1,0.0135135135135135
"E01019029","E01019029",110,1
"E01019030","E01019030",45,1
"E01019031","E01019031",81,1
"E01019032","E01019032",26,1
"E01019033","E01019033",83,0.988095238095238
"E01019033","E01019034",1,0.0119047619047619
"E01019034","E01019032",1,0.0172413793103448
"E01019034","E01019034",57,0.982758620689655
"E01019035","E01019035",82,1
"E01019036","E01019036",71,1
"E01019037","E01019035",1,0.0153846153846154
"E01019037","E01019037",64,0.984615384615385
"E01019038","E01019038",65,1
"E01019039","E01019039",57,1
"E01019040","E01019040",48,1
"E01019041","E01019041",43,1
"E01019042","E01019041",1,0.0256410256410256
"E01019042","E01019042",37,0.948717948717949
"E01019042","E01019046",1,0.0256410256410256
"E01019043","E01019041",1,0.0196078431372549
"E01019043","E01019043",50,0.980392156862745
"E01019044","E01019044",44,1
"E01019045","E01019045",69,1
"E01019046","E01019045",1,0.0357142857142857
"E01019046","E01019046",27,0.964285714285714
"E01019047","E01019034",1,0.0188679245283019
"E01019047","E01019047",52,0.981132075471698
"E01019048","E01019048",72,1
"E01019050","E01019050",69,1
"E01019051","E01019051",36,1
"E01019052","E01019052",60,1
"E01019053","E01019053",61,1
"E01019054","E01019054",59,1
"E01019055","E01019055",35,1
"E01019056","E01019056",20,1
"E01019057","E01019057",41,1
"E01019058","E01019058",48,1
"E01019059","E01019059",45,1
"E01019060","E01019060",100,1
"E01019061","E01019061",53,0.981481481481482
"E01019061","E01019062",1,0.0185185185185185
"E01019062","E01019061",2,0.0454545454545455
"E01019062","E01019062",42,0.954545454545455
"E01019063","E01019063",91,1
"E01019064","E01019064",94,0.989473684210526
"E01019064","E01019065",1,0.0105263157894737
"E01019065","E01019065",49,1
"E01019066","E01019066",66,1
"E01019067","E01019067",71,1
"E01019068","E01019068",47,1
"E01019069","E01019069",35,1
"E01019070","E01019070",64,1
"E01019071","E01019071",63,1
"E01019072","E01019072",36,1
"E01019073","E01019032",1,0.0212765957446809
"E01019073","E01019073",46,0.978723404255319
"E01019074","E01019074",34,1
"E01019075","E01019075",61,1
"E01019076","E01019074",1,0.0181818181818182
"E01019076","E01019076",54,0.981818181818182
"E01019077","E01019077",95,1
"E01019078","E01019078",54,1
"E01019079","E01019079",39,0.975
"E01019079","E01019080",1,0.025
"E01019080","E01019080",78,1
"E01019081","E01019081",87,1
"E01019082","E01019082",80,1
"E01019083","E01019083",112,0.982456140350877
"E01019083","E01019104",1,0.0087719298245614
"E01019083","E01019131",1,0.0087719298245614
"E01019084","E01019084",42,1
"E01019085","E01019085",64,1
"E01019086","E01019086",44,1
"E01019087","E01019087",49,1
"E01019088","E01019088",114,1
"E01019089","E01019089",77,1
"E01019090","E01019090",92,1
"E01019091","E01019091",62,1
"E01019092","E01019092",73,1
"E01019093","E01019093",37,1
"E01019094","E01019094",57,1
"E01019095","E01019095",49,0.98
"E01019095","E01019096",1,0.02
"E01019096","E01019096",63,1
"E01019097","E01019097",54,1
"E01019098","E01019097",2,0.0303030303030303
"E01019098","E01019098",64,0.96969696969697
"E01019099","E01019099",69,1
"E01019100","E01019100",69,1
"E01019101","E01019101",63,1
"E01019102","E01019102",98,1
"E01019104","E01019104",95,0.969387755102041
"E01019104","E01019105",3,0.0306122448979592
"E01019106","E01019106",68,1
"E01019107","E01019107",74,1
"E01019108","E01019108",43,1
"E01019109","E01019108",1,0.0196078431372549
"E01019109","E01019109",50,0.980392156862745
"E01019110","E01019110",22,1
"E01019111","E01019111",52,1
"E01019112","E01019112",50,1
"E01019113","E01019113",59,0.983333333333333
"E01019113","E01019120",1,0.0166666666666667
"E01019114","E01019114",56,1
"E01019115","E01019114",1,0.0123456790123457
"E01019115","E01019115",80,0.987654320987654
"E01019116","E01019116",93,0.978947368421053
"E01019116","E01019118",2,0.0210526315789474
"E01019117","E01019117",37,1
"E01019118","E01019117",1,0.0263157894736842
"E01019118","E01019118",37,0.973684210526316
"E01019119","E01019119",37,1
"E01019120","E01019120",73,1
"E01019121","E01019120",1,0.0101010101010101
"E01019121","E01019121",98,0.98989898989899
"E01019122","E01019121",1,0.00869565217391304
"E01019122","E01019122",114,0.991304347826087
"E01019123","E01019123",52,1
"E01019124","E01019124",47,1
"E01019125","E01019125",55,1
"E01019126","E01019126",77,1
"E01019127","E01019127",58,1
"E01019128","E01019128",110,1
"E01019129","E01019129",40,1
"E01019130","E01019130",88,1
"E01019131","E01019131",139,0.992857142857143
"E01019131","E01019132",1,0.00714285714285714
"E01019132","E01019132",102,1
"E01019133","E01019081",1,0.00775193798449612
"E01019133","E01019133",128,0.992248062015504
"E01019134","E01019134",39,1
"E01019135","E01019135",47,1
"E01019136","E01019134",1,0.015625
"E01019136","E01019136",63,0.984375
"E01019137","E01019137",68,1
"E01019138","E01019138",30,1
"E01019139","E01019139",47,1
"E01019141","E01019141",106,1
"E01019142","E01019142",36,1
"E01019143","E01019142",1,0.0166666666666667
"E01019143","E01019143",59,0.983333333333333
"E01019144","E01019144",73,0.986486486486487
"E01019144","E01019145",1,0.0135135135135135
"E01019145","E01019144",1,0.0204081632653061
"E01019145","E01019145",48,0.979591836734694
"E01019146","E01019146",65,1
"E01019147","E01019146",1,0.025
"E01019147","E01019147",38,0.95
"E01019147","E01019149",1,0.025
"E01019148","E01019148",46,1
"E01019149","E01019147",1,0.0136986301369863
"E01019149","E01019149",72,0.986301369863014
"E01019150","E01019150",53,1
"E01019151","E01019151",34,1
"E01019152","E01019152",37,1
"E01019153","E01019153",27,1
"E01019154","E01019154",41,0.976190476190476
"E01019154","E01019155",1,0.0238095238095238
"E01019155","E01019155",43,1
"E01019156","E01019156",70,0.972222222222222
"E01019156","E01019158",2,0.0277777777777778
"E01019157","E01019156",1,0.0119047619047619
"E01019157","E01019157",81,0.964285714285714
"E01019157","E01019158",2,0.0238095238095238
"E01019158","E01019156",1,0.0344827586206897
"E01019158","E01019158",28,0.96551724137931
"E01019159","E01019156",1,0.0357142857142857
"E01019159","E01019159",27,0.964285714285714
"E01019160","E01019160",38,1
"E01019161","E01019161",51,1
"E01019162","E01019162",35,1
"E01019163","E01019163",34,1
"E01019164","E01019164",69,1
"E01019165","E01019165",30,1
"E01019166","E01019166",36,0.947368421052632
"E01019166","E01019167",1,0.0263157894736842
"E01019166","E01019170",1,0.0263157894736842
"E01019167","E01019167",33,1
"E01019168","E01019168",36,1
"E01019169","E01019169",43,1
"E01019170","E01019170",25,1
"E01019171","E01019171",22,1
"E01019172","E01019172",31,1
"E01019173","E01019173",27,1
"E01019175","E01019175",36,1
"E01019176","E01019176",37,1
"E01019177","E01019177",32,1
"E01019178","E01019178",52,1
"E01019179","E01019179",32,1
"E01019180","E01019180",47,0.979166666666667
"E01019180","E01033160",1,0.0208333333333333
"E01019182","E01019182",45,0.978260869565217
"E01019182","E01019184",1,0.0217391304347826
"E01019184","E01019184",27,1
"E01019185","E01019185",24,1
"E01019186","E01019186",28,1
"E01019187","E01019187",38,1
"E01019188","E01019188",49,1
"E01019189","E01019188",2,0.037037037037037
"E01019189","E01019189",52,0.962962962962963
"E01019190","E01019190",67,1
"E01019191","E01019191",30,1
"E01019192","E01019192",21,1
"E01019193","E01019193",41,0.976190476190476
"E01019193","E01019207",1,0.0238095238095238
"E01019194","E01019194",45,0.978260869565217
"E01019194","E01019195",1,0.0217391304347826
"E01019195","E01019195",17,1
"E01019196","E01019196",34,1
"E01019197","E01019197",40,1
"E01019198","E01019198",33,1
"E01019199","E01019199",13,1
"E01019200","E01019200",96,1
"E01019201","E01019201",58,0.983050847457627
"E01019201","E01019202",1,0.0169491525423729
"E01019202","E01019202",72,1
"E01019203","E01019203",118,1
"E01019204","E01019204",127,1
"E01019205","E01019205",37,1
"E01019206","E01019206",131,1
"E01019207","E01019207",28,1
"E01019208","E01019208",24,1
"E01019209","E01019209",26,1
"E01019210","E01019210",27,1
"E01019211","E01019211",71,1
"E01019212","E01019212",90,1
"E01019215","E01019215",83,1
"E01019216","E01019215",1,0.0212765957446809
"E01019216","E01019216",46,0.978723404255319
"E01019217","E01019211",1,0.0232558139534884
"E01019217","E01019217",42,0.976744186046512
"E01019218","E01019218",38,1
"E01019219","E01019219",124,1
"E01019220","E01019220",51,1
"E01019221","E01019221",34,0.971428571428571
"E01019221","E01019223",1,0.0285714285714286
"E01019222","E01019222",44,1
"E01019223","E01019223",31,1
"E01019224","E01019224",84,1
"E01019225","E01019225",164,1
"E01019226","E01019226",66,1
"E01019227","E01019227",36,1
"E01019228","E01019228",110,1
"E01019229","E01019229",160,1
"E01019230","E01019230",36,1
"E01019231","E01019230",1,0.0227272727272727
"E01019231","E01019231",43,0.977272727272727
"E01019232","E01019232",32,1
"E01019233","E01019233",32,1
"E01019234","E01019234",42,1
"E01019235","E01019235",27,1
"E01019236","E01019236",42,1
"E01019237","E01019237",23,1
"E01019238","E01019238",48,1
"E01019239","E01019239",75,1
"E01019240","E01019240",89,1
"E01019241","E01019238",1,0.0333333333333333
"E01019241","E01019241",28,0.933333333333333
"E01019241","E01019244",1,0.0333333333333333
"E01019242","E01019242",45,1
"E01019243","E01019242",1,0.0185185185185185
"E01019243","E01019243",53,0.981481481481482
"E01019244","E01019244",40,1
"E01019245","E01019245",26,1
"E01019246","E01019246",24,1
"E01019247","E01019247",33,1
"E01019248","E01019248",23,1
"E01019249","E01019249",65,1
"E01019250","E01019249",1,0.0103092783505155
"E01019250","E01019250",96,0.989690721649485
"E01019251","E01019251",54,1
"E01019252","E01019252",22,0.956521739130435
"E01019252","E01019253",1,0.0434782608695652
"E01019253","E01019253",41,1
"E01019254","E01019254",23,1
"E01019255","E01019255",15,1
"E01019256","E01019256",48,1
"E01019257","E01019257",46,0.978723404255319
"E01019257","E01019275",1,0.0212765957446809
"E01019258","E01019258",71,1
"E01019259","E01019259",92,1
"E01019260","E01019260",59,1
"E01019261","E01019261",50,1
"E01019262","E01019260",2,0.0526315789473684
"E01019262","E01019262",36,0.947368421052632
"E01019264","E01019264",65,0.984848484848485
"E01019264","E01019265",1,0.0151515151515152
"E01019265","E01019265",50,1
"E01019266","E01019266",65,1
"E01019267","E01019267",41,1
"E01019269","E01019269",42,0.976744186046512
"E01019269","E01019270",1,0.0232558139534884
"E01019270","E01019270",43,1
"E01019271","E01019271",34,0.971428571428571
"E01019271","E01019274",1,0.0285714285714286
"E01019272","E01019272",28,1
"E01019273","E01019273",59,1
"E01019274","E01019274",47,0.979166666666667
"E01019274","E01019275",1,0.0208333333333333
"E01019275","E01019274",1,0.0138888888888889
"E01019275","E01019275",71,0.986111111111111
"E01019277","E01019277",32,0.96969696969697
"E01019277","E01019278",1,0.0303030303030303
"E01019278","E01019278",50,1
"E01019279","E01019279",72,1
"E01019280","E01019280",122,1
"E01019281","E01019280",1,0.00980392156862745
"E01019281","E01019281",101,0.990196078431373
"E01019282","E01019282",27,1
"E01019283","E01019283",43,1
"E01019284","E01019284",29,1
"E01019285","E01019285",37,1
"E01019286","E01019284",1,0.0178571428571429
"E01019286","E01019286",54,0.964285714285714
"E01019286","E01019287",1,0.0178571428571429
"E01019287","E01019287",25,1
"E01019288","E01019288",29,1
"E01019289","E01019289",36,0.972972972972973
"E01019289","E01019290",1,0.027027027027027
"E01019290","E01019290",37,1
"E01019291","E01019291",36,1
"E01019292","E01019292",42,1
"E01019293","E01019293",79,1
"E01019294","E01019294",34,1
"E01019295","E01019295",36,1
"E01019296","E01019296",41,1
"E01019298","E01019298",44,1
"E01019299","E01019298",1,0.012987012987013
"E01019299","E01019299",76,0.987012987012987
"E01019300","E01019300",64,1
"E01019301","E01019301",44,1
"E01019302","E01019302",47,1
"E01019303","E01019303",100,0.99009900990099
"E01019303","E01019304",1,0.0099009900990099
"E01019304","E01019304",72,1
"E01019305","E01019305",173,1
"E01019306","E01019306",47,1
"E01019307","E01019307",74,1
"E01019308","E01019308",72,1
"E01019309","E01019309",99,1
"E01019310","E01019310",79,1
"E01019311","E01019311",71,1
"E01019312","E01019312",71,1
"E01019313","E01019313",83,1
"E01019314","E01019314",59,1
"E01019315","E01019315",109,1
"E01019316","E01019316",64,1
"E01019317","E01019317",63,1
"E01019318","E01019318",70,1
"E01019319","E01019319",78,1
"E01019320","E01019320",79,1
"E01019321","E01019321",71,1
"E01019322","E01019322",71,1
"E01019323","E01019323",55,1
"E01019324","E01019324",54,1
"E01019325","E01019325",78,1
"E01019326","E01019326",69,1
"E01019327","E01019327",79,0.9875
"E01019327","E01019336",1,0.0125
"E01019328","E01019328",40,1
"E01019329","E01019329",58,1
"E01019330","E01019330",94,0.979166666666667
"E01019330","E01019331",1,0.0104166666666667
"E01019330","E01019336",1,0.0104166666666667
"E01019331","E01019331",46,1
"E01019332","E01019332",45,1
"E01019333","E01019333",86,1
"E01019334","E01019333",1,0.0181818181818182
"E01019334","E01019334",54,0.981818181818182
"E01019335","E01019335",78,1
"E01019336","E01019331",1,0.0102040816326531
"E01019336","E01019335",1,0.0102040816326531
"E01019336","E01019336",96,0.979591836734694
"E01019337","E01019337",80,1
"E01019338","E01019338",76,1
"E01019339","E01019339",99,1
"E01019340","E01019340",61,1
"E01019343","E01019343",74,1
"E01019344","E01019344",73,1
"E01019345","E01019345",64,1
"E01019346","E01019346",99,1
"E01019347","E01019347",67,1
"E01019348","E01019348",44,1
"E01019349","E01019349",92,1
"E01019350","E01019350",154,1
"E01019351","E01019350",1,0.00925925925925926
"E01019351","E01019351",107,0.990740740740741
"E01019352","E01019352",105,1
"E01019353","E01019353",55,1
"E01019354","E01019353",4,0.05
"E01019354","E01019354",76,0.95
"E01019355","E01019355",51,1
"E01019356","E01019356",144,1
"E01019357","E01019357",54,1
"E01019358","E01019358",38,1
"E01019359","E01019359",56,1
"E01019360","E01019360",187,1
"E01019361","E01019361",42,1
"E01019362","E01019362",36,1
"E01019363","E01019363",70,1
"E01019364","E01019363",1,0.02
"E01019364","E01019364",49,0.98
"E01019365","E01019365",90,1
"E01019366","E01019366",35,1
"E01019368","E01019368",39,1
"E01019369","E01019369",42,1
"E01019370","E01019370",53,1
"E01019371","E01019370",1,0.027027027027027
"E01019371","E01019371",36,0.972972972972973
"E01019372","E01019372",64,1
"E01019373","E01019372",1,0.0142857142857143
"E01019373","E01019373",69,0.985714285714286
"E01019374","E01019374",66,1
"E01019375","E01019374",3,0.0230769230769231
"E01019375","E01019375",127,0.976923076923077
"E01019376","E01019376",138,1
"E01019377","E01019377",102,1
"E01019378","E01019378",46,1
"E01019379","E01019379",70,1
"E01019380","E01019380",64,1
"E01019381","E01019381",114,1
"E01019382","E01019382",71,1
"E01019383","E01019383",95,1
"E01019384","E01019384",168,1
"E01019385","E01019384",1,0.0196078431372549
"E01019385","E01019385",50,0.980392156862745
"E01019386","E01019386",139,1
"E01019387","E01019387",113,1
"E01019388","E01019388",69,1
"E01019389","E01019389",83,0.988095238095238
"E01019389","E01019390",1,0.0119047619047619
"E01019390","E01019390",74,0.973684210526316
"E01019390","E01019392",1,0.0131578947368421
"E01019390","E01019393",1,0.0131578947368421
"E01019391","E01019391",49,1
"E01019392","E01019392",98,1
"E01019393","E01019393",76,1
"E01019394","E01019394",153,1
"E01019395","E01019395",136,1
"E01019396","E01019396",95,1
"E01019397","E01019397",135,1
"E01019400","E01019400",28,1
"E01019401","E01019401",51,1
"E01019402","E01019402",39,1
"E01019403","E01019403",27,1
"E01019404","E01019404",47,1
"E01019405","E01019405",61,1
"E01019406","E01019406",40,1
"E01019407","E01019407",69,1
"E01019408","E01019408",27,1
"E01019409","E01019409",26,1
"E01019410","E01019410",25,1
"E01019411","E01019410",1,0.0454545454545455
"E01019411","E01019411",21,0.954545454545455
"E01019412","E01019412",39,1
"E01019413","E01019413",20,1
"E01019414","E01019414",34,1
"E01019415","E01019415",45,1
"E01019416","E01019416",26,1
"E01019417","E01019417",53,1
"E01019418","E01019418",34,1
"E01019419","E01019419",62,1
"E01019420","E01019420",27,1
"E01019421","E01019421",37,1
"E01019422","E01019422",33,1
"E01019423","E01019423",53,1
"E01019424","E01019424",36,1
"E01019425","E01019425",32,1
"E01019426","E01019426",37,1
"E01019427","E01019427",49,1
"E01019428","E01019428",27,1
"E01019429","E01019429",30,0.967741935483871
"E01019429","E01019430",1,0.032258064516129
"E01019430","E01019430",59,1
"E01019431","E01019431",21,1
"E01019432","E01019432",38,1
"E01019433","E01019433",29,1
"E01019434","E01019434",17,1
"E01019435","E01019435",25,1
"E01019436","E01019436",23,1
"E01019437","E01019437",23,1
"E01019438","E01019438",28,1
"E01019439","E01019439",27,1
"E01019440","E01019440",35,1
"E01019441","E01019438",1,0.04
"E01019441","E01019441",24,0.96
"E01019442","E01019442",37,1
"E01019443","E01019443",34,1
"E01019444","E01019444",35,1
"E01019445","E01019445",27,1
"E01019446","E01019446",20,1
"E01019447","E01019419",1,0.0277777777777778
"E01019447","E01019447",35,0.972222222222222
"E01019448","E01019448",48,1
"E01019449","E01019449",32,1
"E01019450","E01019450",27,1
"E01019451","E01019451",49,1
"E01019452","E01019452",28,1
"E01019453","E01019453",56,1
"E01019454","E01019454",24,0.96
"E01019454","E01019461",1,0.04
"E01019455","E01019455",30,1
"E01019456","E01019456",45,1
"E01019457","E01019456",1,0.037037037037037
"E01019457","E01019457",26,0.962962962962963
"E01019458","E01019458",57,0.982758620689655
"E01019458","E01019463",1,0.0172413793103448
"E01019459","E01019459",21,1
"E01019460","E01019460",24,1
"E01019461","E01019461",81,1
"E01019462","E01019462",24,1
"E01019463","E01019460",1,0.0384615384615385
"E01019463","E01019463",25,0.961538461538462
"E01019464","E01019464",58,0.983050847457627
"E01019464","E01019465",1,0.0169491525423729
"E01019465","E01019465",23,1
"E01019467","E01019465",1,0.0344827586206897
"E01019467","E01019467",28,0.96551724137931
"E01019468","E01019468",35,1
"E01019469","E01019469",28,1
"E01019470","E01019469",1,0.037037037037037
"E01019470","E01019470",26,0.962962962962963
"E01019471","E01019471",70,1
"E01019473","E01019473",39,1
"E01019474","E01019474",23,0.958333333333333
"E01019474","E01019476",1,0.0416666666666667
"E01019475","E01019475",25,1
"E01019476","E01019476",35,1
"E01019477","E01019477",72,1
"E01019478","E01019478",65,0.984848484848485
"E01019478","E01019479",1,0.0151515151515152
"E01019479","E01019479",48,1
"E01019480","E01019480",41,0.976190476190476
"E01019480","E01019482",1,0.0238095238095238
