"LSOA21CD","LSOA11CD","postcode_count","postcode_pct"
"E01005667","E01032915",1,0.0163934426229508
"E01005670","E01005670",40,1
"E01005671","E01005670",1,0.0166666666666667
"E01005671","E01005671",59,0.983333333333333
"E01005672","E01005670",1,0.0303030303030303
"E01005672","E01005672",32,0.96969696969697
"E01005673","E01005673",41,0.976190476190476
"E01005673","E01005675",1,0.0238095238095238
"E01005674","E01005674",37,1
"E01005676","E01005676",29,1
"E01005677","E01005677",36,1
"E01005678","E01005678",31,1
"E01005679","E01005679",35,1
"E01005680","E01005680",66,1
"E01005681","E01005681",30,1
"E01005682","E01005682",30,1
"E01005683","E01005683",71,1
"E01005686","E01005686",40,1
"E01005687","E01005687",96,1
"E01005688","E01005688",30,0.967741935483871
"E01005688","E01005692",1,0.032258064516129
"E01005689","E01005689",33,1
"E01005690","E01005687",1,0.0188679245283019
"E01005690","E01005689",1,0.0188679245283019
"E01005690","E01005690",51,0.962264150943396
"E01005691","E01005691",40,1
"E01005692","E01005692",44,1
"E01005693","E01005691",1,0.027027027027027
"E01005693","E01005693",36,0.972972972972973
"E01005694","E01005694",35,1
"E01005695","E01005695",53,1
"E01005696","E01005696",46,1
"E01005697","E01005697",39,1
"E01005698","E01005698",38,1
"E01005699","E01005699",32,1
"E01005700","E01005700",76,1
"E01005701","E01005701",40,1
"E01005702","E01005702",57,0.982758620689655
"E01005702","E01005703",1,0.0172413793103448
"E01005703","E01005703",31,1
"E01005704","E01005704",30,1
"E01005706","E01005706",33,1
"E01005707","E01005707",36,1
"E01005708","E01005708",50,1
"E01005709","E01005709",29,1
"E01005710","E01005663",1,0.0196078431372549
"E01005710","E01005710",50,0.980392156862745
"E01005711","E01005711",31,1
"E01005712","E01005712",38,1
"E01005713","E01005713",31,1
"E01005714","E01005714",32,1
"E01005715","E01005715",43,1
"E01005716","E01005716",36,1
"E01005717","E01005717",32,1
"E01005718","E01005718",53,1
"E01005719","E01005719",49,1
"E01005721","E01005721",42,1
"E01005722","E01005722",45,1
"E01005723","E01005720",1,0.0204081632653061
"E01005723","E01005723",48,0.979591836734694
"E01005724","E01005724",38,1
"E01005725","E01005725",20,0.952380952380952
"E01005725","E01005726",1,0.0476190476190476
"E01005726","E01005726",31,1
"E01005727","E01005727",27,1
"E01005728","E01005727",1,0.0238095238095238
"E01005728","E01005728",41,0.976190476190476
"E01005729","E01005729",40,1
"E01005730","E01005730",42,1
"E01005731","E01005731",22,1
"E01005732","E01005732",31,1
"E01005733","E01005733",25,1
"E01005734","E01005734",36,1
"E01005735","E01005735",19,1
"E01005736","E01005736",31,1
"E01005737","E01005737",52,1
"E01005738","E01005738",57,1
"E01005739","E01005739",48,1
"E01005740","E01005740",43,1
"E01005741","E01005741",43,1
"E01005742","E01005742",41,1
"E01005743","E01005743",23,1
"E01005744","E01005744",57,1
"E01005745","E01005745",32,1
"E01005746","E01005746",34,1
"E01005747","E01005747",28,1
"E01005748","E01005745",1,0.0303030303030303
"E01005748","E01005748",31,0.939393939393939
"E01005748","E01005903",1,0.0303030303030303
"E01005749","E01005744",2,0.0434782608695652
"E01005749","E01005749",44,0.956521739130435
"E01005750","E01005750",29,1
"E01005751","E01005751",23,1
"E01005752","E01005752",27,1
"E01005753","E01005753",35,0.945945945945946
"E01005753","E01005755",2,0.0540540540540541
"E01005754","E01005754",37,0.973684210526316
"E01005754","E01005755",1,0.0263157894736842
"E01005755","E01005755",28,1
"E01005756","E01005756",37,1
"E01005757","E01005757",46,1
"E01005759","E01005759",26,0.962962962962963
"E01005759","E01005764",1,0.037037037037037
"E01005760","E01005760",36,1
"E01005761","E01005761",25,1
"E01005762","E01005762",36,1
"E01005763","E01005759",1,0.0285714285714286
"E01005763","E01005763",34,0.971428571428571
"E01005764","E01005764",32,1
"E01005765","E01005765",21,1
"E01005766","E01005766",51,1
"E01005767","E01005767",40,1
"E01005768","E01005768",37,1
"E01005769","E01005769",55,1
"E01005770","E01005770",34,1
"E01005771","E01005771",30,1
"E01005772","E01005772",28,1
"E01005773","E01005773",90,1
"E01005774","E01005774",35,1
"E01005775","E01005775",38,1
"E01005776","E01005776",31,1
"E01005777","E01005777",35,1
"E01005778","E01005778",40,1
"E01005779","E01005779",21,1
"E01005780","E01005780",20,0.952380952380952
"E01005780","E01005781",1,0.0476190476190476
"E01005781","E01005781",37,1
"E01005782","E01005782",30,1
"E01005783","E01005783",23,1
"E01005784","E01005784",37,1
"E01005785","E01005777",1,0.027027027027027
"E01005785","E01005785",36,0.972972972972973
"E01005786","E01005786",41,1
"E01005787","E01005787",31,1
"E01005788","E01005788",34,1
"E01005789","E01005789",50,1
"E01005790","E01005790",23,1
"E01005791","E01005791",29,1
"E01005792","E01005792",27,1
"E01005793","E01005793",36,1
"E01005794","E01005794",22,1
"E01005795","E01005795",24,1
"E01005796","E01005796",23,1
"E01005797","E01005797",35,1
"E01005798","E01005798",35,1
"E01005799","E01005799",29,1
"E01005800","E01005800",25,1
"E01005801","E01005801",41,0.976190476190476
"E01005801","E01005838",1,0.0238095238095238
"E01005802","E01005802",23,1
"E01005803","E01005803",27,1
"E01005804","E01005804",19,1
"E01005805","E01005805",24,1
"E01005806","E01005806",23,1
"E01005807","E01005807",29,1
"E01005808","E01005808",28,1
"E01005809","E01005809",28,1
"E01005810","E01005810",39,1
"E01005811","E01005811",30,1
"E01005812","E01005812",30,1
"E01005813","E01005806",1,0.0303030303030303
"E01005813","E01005813",32,0.96969696969697
"E01005814","E01005814",32,1
"E01005815","E01005815",27,1
"E01005816","E01005816",22,0.956521739130435
"E01005816","E01005822",1,0.0434782608695652
"E01005817","E01005817",32,1
"E01005818","E01005818",20,0.952380952380952
"E01005818","E01005821",1,0.0476190476190476
"E01005819","E01005819",39,1
"E01005820","E01005820",21,1
"E01005821","E01005821",33,1
"E01005822","E01005822",162,1
"E01005823","E01005823",35,1
"E01005824","E01005824",28,1
"E01005825","E01005825",37,1
"E01005826","E01005826",27,1
"E01005827","E01005827",34,1
"E01005828","E01005826",1,0.0416666666666667
"E01005828","E01005828",23,0.958333333333333
"E01005829","E01005829",15,1
"E01005830","E01005830",35,1
"E01005831","E01005830",1,0.0344827586206897
"E01005831","E01005831",28,0.96551724137931
"E01005832","E01005832",31,1
"E01005833","E01005833",24,1
"E01005834","E01005834",22,1
"E01005835","E01005835",35,1
"E01005836","E01005836",46,1
"E01005837","E01005837",25,1
"E01005838","E01005834",1,0.0178571428571429
"E01005838","E01005838",55,0.982142857142857
"E01005839","E01005839",28,1
"E01005840","E01005838",2,0.0357142857142857
"E01005840","E01005840",54,0.964285714285714
"E01005841","E01005841",31,1
"E01005842","E01005842",42,1
"E01005843","E01005843",22,1
"E01005844","E01005844",40,1
"E01005845","E01005845",35,1
"E01005846","E01005846",25,0.961538461538462
"E01005846","E01005848",1,0.0384615384615385
"E01005847","E01005847",20,0.952380952380952
"E01005847","E01005850",1,0.0476190476190476
"E01005848","E01005848",47,1
"E01005849","E01005849",31,1
"E01005850","E01005850",33,1
"E01005851","E01005851",29,1
"E01005852","E01005852",41,1
"E01005853","E01005853",30,1
"E01005854","E01005854",40,1
"E01005855","E01005855",29,1
"E01005856","E01005856",38,1
"E01005857","E01005857",26,1
"E01005858","E01005852",1,0.0303030303030303
"E01005858","E01005858",32,0.96969696969697
"E01005859","E01005859",27,1
"E01005860","E01005860",25,1
"E01005861","E01005861",40,1
"E01005862","E01005862",21,1
"E01005863","E01005863",36,1
"E01005864","E01005864",36,0.972972972972973
"E01005864","E01005865",1,0.027027027027027
"E01005865","E01005865",43,1
"E01005866","E01005866",42,1
"E01005867","E01005867",33,1
"E01005868","E01005119",1,0.0357142857142857
"E01005868","E01005868",27,0.964285714285714
"E01005869","E01005869",41,1
"E01005870","E01005870",19,1
"E01005871","E01005871",29,1
"E01005872","E01005872",39,1
"E01005873","E01005873",19,1
"E01005874","E01005874",66,1
"E01005875","E01005875",34,1
"E01005876","E01005876",28,1
"E01005877","E01005874",1,0.0238095238095238
"E01005877","E01005877",41,0.976190476190476
"E01005878","E01005878",42,1
"E01005879","E01005879",25,1
"E01005880","E01005880",37,1
"E01005881","E01005881",31,1
"E01005882","E01005882",32,0.96969696969697
"E01005882","E01005884",1,0.0303030303030303
"E01005883","E01005883",41,1
"E01005884","E01005884",30,1
"E01005885","E01005885",48,1
"E01005886","E01005886",30,1
"E01005887","E01005887",20,1
"E01005888","E01005888",20,1
"E01005889","E01005889",31,1
"E01005890","E01005890",18,1
"E01005891","E01005891",25,1
"E01005892","E01005892",28,1
"E01005893","E01005893",43,1
"E01005894","E01005893",1,0.0454545454545455
"E01005894","E01005894",21,0.954545454545455
"E01005895","E01005895",20,1
"E01005896","E01005887",1,0.0285714285714286
"E01005896","E01005896",34,0.971428571428571
"E01005897","E01005897",30,0.967741935483871
"E01005897","E01005898",1,0.032258064516129
"E01005898","E01005898",51,1
"E01005899","E01005899",48,0.979591836734694
"E01005899","E01005902",1,0.0204081632653061
"E01005900","E01005900",42,1
"E01005901","E01005901",38,1
"E01005902","E01005902",38,1
"E01005903","E01005903",34,1
"E01005904","E01005904",34,1
"E01005905","E01005905",26,1
"E01005906","E01005906",38,1
"E01005907","E01005907",38,1
"E01005908","E01005908",50,1
"E01005909","E01005909",40,1
"E01005910","E01005885",1,0.0172413793103448
"E01005910","E01005910",57,0.982758620689655
"E01005911","E01005911",27,1
"E01005912","E01005912",53,1
"E01005913","E01005913",27,1
"E01005914","E01005914",31,0.96875
"E01005914","E01005922",1,0.03125
"E01005915","E01005915",53,1
"E01005916","E01005916",43,1
"E01005917","E01005917",80,1
"E01005918","E01005758",1,0.03125
"E01005918","E01005918",31,0.96875
"E01005919","E01005919",34,1
"E01005920","E01005920",25,0.925925925925926
"E01005920","E01005922",2,0.0740740740740741
"E01005921","E01005921",48,1
"E01005922","E01005922",27,1
"E01005923","E01005795",1,0.025
"E01005923","E01005923",39,0.975
"E01005924","E01005924",62,1
"E01005925","E01005925",37,1
"E01005926","E01005926",87,1
"E01005927","E01005927",23,1
"E01005928","E01005928",28,1
"E01005929","E01005929",35,1
"E01005930","E01005930",49,1
"E01005931","E01005924",1,0.0303030303030303
"E01005931","E01005930",1,0.0303030303030303
"E01005931","E01005931",31,0.939393939393939
"E01005932","E01005932",25,1
"E01005933","E01005933",21,1
"E01005934","E01005934",31,1
"E01005935","E01005935",31,0.96875
"E01005935","E01005936",1,0.03125
"E01005936","E01005936",29,1
"E01005937","E01005937",33,1
"E01005938","E01005938",58,1
"E01005939","E01005939",31,1
"E01005940","E01005940",29,1
"E01005941","E01005941",46,0.978723404255319
"E01005941","E01005946",1,0.0212765957446809
"E01005942","E01005942",42,1
"E01005943","E01005943",68,1
"E01005944","E01005944",38,1
"E01005945","E01005944",1,0.027027027027027
"E01005945","E01005945",36,0.972972972972973
"E01005946","E01005946",44,1
"E01005947","E01005946",2,0.0465116279069767
"E01005947","E01005947",41,0.953488372093023
"E01005948","E01005948",235,1
"E01005949","E01005949",46,1
"E01005950","E01005950",48,1
"E01005951","E01005951",51,0.980769230769231
"E01005951","E01005953",1,0.0192307692307692
"E01005953","E01005953",61,1
"E01005954","E01005954",45,1
"E01005955","E01005955",24,1
"E01005956","E01005956",36,0.972972972972973
"E01005956","E01005958",1,0.027027027027027
"E01005957","E01005957",35,1
"E01005958","E01005957",1,0.04
"E01005958","E01005958",24,0.96
"E01005959","E01005959",30,1
"E01005960","E01005960",25,1
"E01005961","E01005961",53,1
"E01005962","E01005962",40,1
"E01005963","E01005963",35,1
"E01005964","E01005964",31,0.96875
"E01005964","E01005966",1,0.03125
"E01005965","E01005965",61,1
"E01005966","E01005966",32,1
"E01005967","E01005965",1,0.0277777777777778
"E01005967","E01005967",35,0.972222222222222
"E01005968","E01005968",27,1
"E01005969","E01005969",47,1
"E01005970","E01005970",27,1
"E01005971","E01005971",41,0.976190476190476
"E01005971","E01005972",1,0.0238095238095238
"E01005972","E01005971",1,0.0212765957446809
"E01005972","E01005972",46,0.978723404255319
"E01005973","E01005973",36,1
"E01005974","E01005970",1,0.00862068965517241
"E01005974","E01005974",115,0.991379310344828
"E01005975","E01005975",37,1
"E01005976","E01005976",33,1
"E01005977","E01005977",30,1
"E01005978","E01005978",27,1
"E01005979","E01005979",39,1
"E01005980","E01005980",48,1
"E01005981","E01005981",60,0.983606557377049
"E01005981","E01005982",1,0.0163934426229508
"E01005982","E01005982",30,1
"E01005983","E01005983",38,1
"E01005984","E01005984",67,1
"E01005985","E01005985",42,1
"E01005986","E01005986",21,0.954545454545455
"E01005986","E01005989",1,0.0454545454545455
"E01005987","E01005888",1,0.0277777777777778
"E01005987","E01005987",35,0.972222222222222
"E01005988","E01005988",28,1
"E01005989","E01005989",30,1
"E01005990","E01005990",28,1
"E01005991","E01005990",1,0.027027027027027
"E01005991","E01005991",36,0.972972972972973
"E01005992","E01005992",47,1
"E01005993","E01005993",38,1
"E01005994","E01005994",30,1
"E01005995","E01005995",32,1
"E01005996","E01005996",45,1
"E01005997","E01005997",46,1
"E01005998","E01005094",1,0.0181818181818182
"E01005998","E01005998",52,0.945454545454545
"E01005998","E01005999",1,0.0181818181818182
"E01005998","E01033666",1,0.0181818181818182
"E01005999","E01005999",58,0.983050847457627
"E01005999","E01033666",1,0.0169491525423729
"E01006000","E01006000",73,1
"E01006001","E01006001",27,1
"E01006002","E01006002",32,1
"E01006003","E01006003",34,1
"E01006004","E01006004",30,1
"E01006005","E01006005",31,1
"E01006006","E01005093",1,0.0277777777777778
"E01006006","E01006006",35,0.972222222222222
"E01006007","E01006007",32,1
"E01006008","E01006008",56,1
"E01006009","E01006009",37,1
"E01006010","E01006010",34,1
"E01006011","E01006011",24,1
"E01006012","E01006012",38,1
"E01006013","E01006013",26,1
"E01006014","E01006012",1,0.0526315789473684
"E01006014","E01006014",18,0.947368421052632
"E01006015","E01006015",31,1
"E01006016","E01006016",85,1
"E01006017","E01006017",25,1
"E01006018","E01006018",24,1
"E01006019","E01006019",29,1
"E01006020","E01006020",30,1
"E01006021","E01006021",24,1
"E01006022","E01006022",69,1
"E01006023","E01006023",59,1
"E01006024","E01006024",50,1
"E01006025","E01006025",41,0.953488372093023
"E01006025","E01006027",2,0.0465116279069767
"E01006026","E01006026",36,1
"E01006027","E01006027",74,1
"E01006028","E01006028",119,1
"E01006029","E01006029",44,1
"E01006030","E01006030",37,1
"E01006031","E01006031",47,1
"E01006032","E01006032",25,0.961538461538462
"E01006032","E01006035",1,0.0384615384615385
"E01006033","E01006032",1,0.024390243902439
"E01006033","E01006033",40,0.975609756097561
"E01006034","E01006034",39,1
"E01006035","E01006035",51,0.962264150943396
"E01006035","E01006036",1,0.0188679245283019
"E01006035","E01006038",1,0.0188679245283019
"E01006036","E01006031",2,0.04
"E01006036","E01006036",48,0.96
"E01006037","E01006037",28,1
"E01006038","E01006038",26,1
"E01006039","E01006039",28,0.96551724137931
"E01006039","E01006043",1,0.0344827586206897
"E01006040","E01006040",71,1
"E01006041","E01006041",40,0.975609756097561
"E01006041","E01006042",1,0.024390243902439
"E01006042","E01006042",43,1
"E01006043","E01006043",26,1
"E01006044","E01006044",33,1
"E01006045","E01006045",37,1
"E01006046","E01006046",22,1
"E01006047","E01006047",39,1
"E01006048","E01006048",46,1
"E01006049","E01006049",48,1
"E01006050","E01006025",1,0.0212765957446809
"E01006050","E01006050",46,0.978723404255319
"E01006051","E01006051",54,1
"E01006052","E01006052",45,1
"E01006053","E01006053",60,1
"E01006054","E01006054",57,1
"E01006055","E01006055",48,1
"E01006056","E01006056",35,1
"E01006057","E01006057",46,0.978723404255319
"E01006057","E01006059",1,0.0212765957446809
"E01006058","E01006054",1,0.0128205128205128
"E01006058","E01006058",77,0.987179487179487
"E01006059","E01006059",46,0.978723404255319
"E01006059","E01006061",1,0.0212765957446809
"E01006060","E01006060",51,1
"E01006061","E01006061",50,1
"E01006062","E01006062",43,1
"E01006063","E01006063",28,1
"E01006064","E01006064",31,0.96875
"E01006064","E01006066",1,0.03125
"E01006065","E01006065",31,1
"E01006066","E01006066",29,1
"E01006067","E01006067",34,1
"E01006068","E01006060",1,0.0217391304347826
"E01006068","E01006068",43,0.934782608695652
"E01006068","E01006069",2,0.0434782608695652
"E01006069","E01006069",28,1
"E01006070","E01006068",1,0.0384615384615385
"E01006070","E01006070",25,0.961538461538462
"E01006071","E01006071",38,1
"E01006072","E01006072",33,1
"E01006073","E01006061",1,0.0212765957446809
"E01006073","E01006073",46,0.978723404255319
"E01006074","E01006074",41,0.931818181818182
"E01006074","E01006076",1,0.0227272727272727
"E01006074","E01006079",2,0.0454545454545455
"E01006075","E01006075",135,0.992647058823529
"E01006075","E01006080",1,0.00735294117647059
"E01006076","E01006075",2,0.0273972602739726
"E01006076","E01006076",71,0.972602739726027
"E01006077","E01006077",46,0.978723404255319
"E01006077","E01006082",1,0.0212765957446809
"E01006078","E01006078",56,1
"E01006079","E01006079",69,1
"E01006080","E01006080",55,1
"E01006081","E01006081",50,1
"E01006082","E01006082",97,1
"E01006083","E01006082",1,0.02
"E01006083","E01006083",49,0.98
"E01006084","E01006084",50,1
"E01006085","E01006085",76,1
"E01006086","E01006086",52,1
"E01006087","E01006087",116,1
"E01006088","E01006088",39,1
"E01006089","E01006089",45,1
"E01006090","E01006090",43,1
"E01006091","E01006091",72,0.986301369863014
"E01006091","E01006092",1,0.0136986301369863
"E01006092","E01006092",48,1
"E01006093","E01006093",30,1
"E01006094","E01006094",30,1
"E01006095","E01006095",36,1
"E01006096","E01006096",40,1
"E01006097","E01006097",47,1
"E01006098","E01006098",32,1
"E01006099","E01006099",31,1
"E01006100","E01006100",32,1
"E01006101","E01006101",34,1
"E01006102","E01006102",22,1
"E01006103","E01006103",33,1
"E01006104","E01006104",56,1
"E01006105","E01006105",49,0.98
"E01006105","E01006107",1,0.02
"E01006106","E01006104",1,0.0227272727272727
"E01006106","E01006106",43,0.977272727272727
"E01006107","E01006107",70,1
"E01006108","E01006108",44,1
"E01006109","E01005214",1,0.032258064516129
"E01006109","E01006109",30,0.967741935483871
"E01006110","E01006110",73,1
"E01006111","E01006111",34,1
"E01006112","E01006112",39,1
"E01006113","E01006113",30,1
"E01006114","E01006114",37,1
"E01006115","E01006115",36,1
"E01006116","E01006116",24,1
"E01006117","E01006117",29,1
"E01006118","E01006118",31,1
"E01006119","E01006119",34,1
"E01006120","E01006120",42,1
"E01006121","E01006121",128,1
"E01006122","E01006122",34,1
"E01006123","E01006123",41,1
"E01006124","E01006124",38,1
"E01006125","E01006125",32,1
"E01006126","E01006126",38,1
"E01006127","E01006127",27,1
"E01006128","E01006128",44,1
"E01006129","E01006129",34,1
"E01006130","E01006130",48,1
"E01006131","E01006131",41,1
"E01006132","E01006132",42,1
"E01006133","E01006133",35,1
"E01006134","E01006134",69,1
"E01006135","E01006135",54,1
"E01006136","E01006136",57,1
"E01006137","E01006137",51,1
"E01006138","E01006138",61,1
"E01006139","E01006139",51,1
"E01006140","E01006140",36,1
"E01006141","E01006141",47,0.979166666666667
"E01006141","E01006146",1,0.0208333333333333
"E01006142","E01006142",38,0.974358974358974
"E01006142","E01006144",1,0.0256410256410256
"E01006143","E01006143",33,1
"E01006144","E01006144",80,1
"E01006145","E01006145",53,1
"E01006146","E01006146",30,1
"E01006147","E01006147",32,1
"E01006148","E01006148",46,1
"E01006149","E01006149",44,0.977777777777778
"E01006149","E01006150",1,0.0222222222222222
"E01006150","E01006150",55,1
"E01006151","E01006151",48,1
"E01006152","E01006152",55,1
"E01006153","E01006153",35,1
"E01006154","E01006154",50,1
"E01006155","E01006155",30,1
"E01006156","E01006156",32,1
"E01006157","E01006157",120,1
"E01006158","E01006158",40,1
"E01006159","E01006159",34,1
"E01006160","E01006160",92,1
"E01006161","E01006161",89,1
"E01006162","E01006162",40,1
"E01006163","E01006160",1,0.0204081632653061
"E01006163","E01006163",48,0.979591836734694
"E01006164","E01006164",44,1
"E01006165","E01006165",56,1
"E01006166","E01006166",34,1
"E01006167","E01006167",21,1
"E01006168","E01006168",18,1
"E01006169","E01006169",37,1
"E01006170","E01006154",1,0.0217391304347826
"E01006170","E01006170",45,0.978260869565217
"E01006171","E01006166",1,0.015625
"E01006171","E01006171",63,0.984375
"E01006172","E01006172",33,1
"E01006173","E01006173",27,1
"E01006174","E01006174",48,1
"E01006175","E01006175",38,1
"E01006176","E01006176",55,0.982142857142857
"E01006176","E01006178",1,0.0178571428571429
"E01006177","E01006177",24,1
"E01006178","E01006176",1,0.0188679245283019
"E01006178","E01006178",52,0.981132075471698
"E01006179","E01006179",38,1
"E01006180","E01006179",1,0.02
"E01006180","E01006180",49,0.98
"E01006181","E01006181",29,1
"E01006182","E01006182",30,1
"E01006183","E01006183",28,1
"E01006184","E01006184",38,1
"E01006186","E01006186",84,1
"E01006187","E01006187",59,1
"E01006188","E01006188",66,1
"E01006189","E01006189",38,1
"E01006190","E01006190",36,1
"E01006191","E01006093",1,0.0333333333333333
"E01006191","E01006191",29,0.966666666666667
"E01006192","E01006192",52,1
"E01006193","E01006191",1,0.0232558139534884
"E01006193","E01006193",42,0.976744186046512
"E01006194","E01006194",118,1
"E01006195","E01006195",22,1
"E01006196","E01006196",28,1
"E01006197","E01006197",36,1
"E01006198","E01006198",44,1
"E01006199","E01006199",43,1
"E01006200","E01006200",38,1
"E01006201","E01006201",38,1
"E01006202","E01006200",1,0.0151515151515152
"E01006202","E01006202",65,0.984848484848485
"E01006203","E01006202",1,0.032258064516129
"E01006203","E01006203",30,0.967741935483871
"E01006204","E01006204",49,1
"E01006205","E01006205",26,1
"E01006206","E01006206",37,1
"E01006207","E01006207",33,1
"E01006208","E01006208",46,1
"E01006209","E01006209",47,1
"E01006210","E01006210",34,1
"E01006211","E01006211",36,1
"E01006212","E01006212",29,1
"E01006213","E01006213",43,0.955555555555556
"E01006213","E01006217",2,0.0444444444444444
"E01006214","E01006214",37,1
"E01006215","E01006215",51,1
"E01006216","E01006216",32,1
"E01006217","E01006217",51,1
"E01006218","E01006218",61,1
"E01006219","E01006219",22,1
"E01006220","E01006220",43,1
"E01006221","E01006221",32,1
"E01006222","E01006222",32,1
"E01006223","E01006223",46,1
"E01006224","E01006224",18,1
"E01006225","E01006225",37,1
"E01006226","E01006226",31,1
"E01006227","E01006227",34,1
"E01006228","E01006228",55,0.982142857142857
"E01006228","E01006342",1,0.0178571428571429
"E01006229","E01006229",54,1
"E01006230","E01006230",47,0.959183673469388
"E01006230","E01006232",1,0.0204081632653061
"E01006230","E01006238",1,0.0204081632653061
"E01006231","E01006231",56,1
"E01006232","E01006232",55,1
"E01006233","E01006233",27,1
"E01006234","E01006234",28,1
"E01006235","E01006235",27,1
"E01006236","E01006236",52,1
"E01006237","E01006237",41,1
"E01006238","E01006238",36,1
"E01006239","E01006239",47,0.979166666666667
"E01006239","E01006242",1,0.0208333333333333
"E01006240","E01006240",31,1
"E01006241","E01006240",1,0.0222222222222222
"E01006241","E01006241",44,0.977777777777778
"E01006242","E01006242",50,1
"E01006243","E01006243",36,1
"E01006244","E01006242",1,0.0138888888888889
"E01006244","E01006244",71,0.986111111111111
"E01006245","E01006243",1,0.0158730158730159
"E01006245","E01006245",62,0.984126984126984
"E01006246","E01006246",37,1
"E01006247","E01006247",27,1
"E01006248","E01006248",55,1
"E01006249","E01006249",36,1
"E01006250","E01006250",48,0.979591836734694
"E01006250","E01006251",1,0.0204081632653061
"E01006251","E01005737",1,0.0151515151515152
"E01006251","E01006251",65,0.984848484848485
"E01006252","E01006252",30,1
"E01006253","E01006253",26,0.962962962962963
"E01006253","E01006254",1,0.037037037037037
"E01006254","E01006254",29,1
"E01006255","E01006255",36,1
"E01006256","E01006256",40,1
"E01006257","E01006257",23,1
"E01006258","E01006258",35,1
"E01006259","E01006259",28,1
"E01006260","E01006254",1,0.0303030303030303
"E01006260","E01006260",32,0.96969696969697
"E01006261","E01006261",32,1
"E01006262","E01006262",51,1
"E01006263","E01006263",37,1
"E01006264","E01006261",1,0.037037037037037
"E01006264","E01006264",26,0.962962962962963
"E01006265","E01006265",29,1
"E01006266","E01006266",23,1
"E01006267","E01006261",1,0.0344827586206897
"E01006267","E01006267",28,0.96551724137931
"E01006268","E01006268",40,1
"E01006269","E01006269",56,1
"E01006270","E01006270",31,1
"E01006271","E01006271",42,0.976744186046512
"E01006271","E01006273",1,0.0232558139534884
"E01006272","E01006269",1,0.0133333333333333
"E01006272","E01006271",1,0.0133333333333333
"E01006272","E01006272",73,0.973333333333333
"E01006273","E01006273",29,1
"E01006274","E01006274",30,1
"E01006275","E01006275",27,1
"E01006276","E01006276",47,1
"E01006277","E01006276",1,0.0232558139534884
"E01006277","E01006277",42,0.976744186046512
"E01006278","E01006278",31,1
"E01006279","E01006279",25,1
"E01006280","E01006280",28,1
"E01006281","E01006281",28,1
"E01006282","E01006282",44,0.977777777777778
"E01006282","E01006284",1,0.0222222222222222
"E01006283","E01006282",1,0.0192307692307692
"E01006283","E01006283",51,0.980769230769231
"E01006284","E01006284",31,1
"E01006285","E01006285",40,1
"E01006286","E01006286",26,1
"E01006287","E01006287",30,1
"E01006288","E01006288",32,1
"E01006289","E01006289",39,0.975
"E01006289","E01006291",1,0.025
"E01006290","E01006290",30,1
"E01006291","E01006289",1,0.0232558139534884
"E01006291","E01006291",42,0.976744186046512
"E01006292","E01006292",35,1
"E01006293","E01006293",52,1
"E01006294","E01006294",73,1
"E01006295","E01006295",52,1
"E01006296","E01006296",45,1
"E01006297","E01006297",40,1
"E01006298","E01006298",31,1
"E01006299","E01006299",31,1
"E01006300","E01006300",28,1
"E01006301","E01006299",1,0.0263157894736842
"E01006301","E01006301",37,0.973684210526316
"E01006302","E01006302",42,0.976744186046512
"E01006302","E01006303",1,0.0232558139534884
"E01006303","E01006302",1,0.0232558139534884
"E01006303","E01006303",42,0.976744186046512
"E01006304","E01006304",57,1
"E01006305","E01006305",44,1
"E01006306","E01006306",45,1
"E01006307","E01006307",40,1
"E01006308","E01006308",56,1
"E01006309","E01006307",1,0.0256410256410256
"E01006309","E01006309",38,0.974358974358974
"E01006310","E01006310",56,1
"E01006311","E01006311",28,1
"E01006312","E01006312",21,1
"E01006313","E01006313",20,0.952380952380952
"E01006313","E01006314",1,0.0476190476190476
"E01006314","E01006314",36,1
"E01006315","E01006315",31,1
"E01006316","E01006316",41,1
"E01006317","E01006317",31,1
"E01006318","E01006318",21,1
"E01006319","E01006316",1,0.0294117647058824
"E01006319","E01006317",1,0.0294117647058824
"E01006319","E01006319",32,0.941176470588235
"E01006320","E01006320",23,1
"E01006321","E01006321",33,1
"E01006322","E01006322",34,1
"E01006323","E01006323",24,1
"E01006324","E01006324",34,1
"E01006325","E01006325",38,1
"E01006326","E01006326",33,1
"E01006327","E01006327",67,1
"E01006328","E01006326",1,0.0185185185185185
"E01006328","E01006328",53,0.981481481481482
"E01006329","E01006329",27,1
"E01006330","E01006330",31,1
"E01006331","E01006331",33,1
"E01006332","E01006332",59,1
"E01006333","E01006333",84,0.988235294117647
"E01006333","E01006334",1,0.0117647058823529
"E01006334","E01006333",1,0.0232558139534884
"E01006334","E01006334",42,0.976744186046512
"E01006335","E01006335",43,1
"E01006336","E01006336",33,1
"E01006337","E01006337",29,1
"E01006338","E01006338",35,1
"E01006339","E01006339",43,1
"E01006340","E01006340",69,0.985714285714286
"E01006340","E01006342",1,0.0142857142857143
"E01006341","E01006341",53,1
"E01006342","E01006342",47,0.979166666666667
"E01006342","E01006344",1,0.0208333333333333
"E01006343","E01006343",40,1
"E01006344","E01006344",35,1
"E01006345","E01006345",41,1
"E01006346","E01006346",71,1
"E01006347","E01006347",37,1
"E01006348","E01006345",1,0.0119047619047619
"E01006348","E01006348",83,0.988095238095238
"E01006349","E01006349",127,1
"E01006350","E01006350",34,1
