"lsoa11","all_gs_access_pct","all_with_row__gs_access_pct","doorstep_gs_access_pct","local_gs_access_pct","neighbourhood_gs_access_pct","combined_std__gs_access_pct","partialcombined_std_gs_access_pct"
"E01000071",1,1,0.113557358053302,0.265353418308227,1,0.151796060254925,0.287369640787949
"E01000072",1,1,0.41222366710013,0.772431729518856,1,0.642392717815345,0.793237971391417
"E01000073",1,1,0.15668202764977,0.317972350230415,1,0.25652841781874,0.499231950844854
"E01000074",1,1,0.0153846153846154,0.143076923076923,1,0.0261538461538462,0.155384615384615
"E01000075",1,1,0.384012539184953,0.692789968652038,1,0.512539184952978,0.763322884012539
"E01000076",1,1,0,0.0189189189189189,1,0,0.027027027027027
"E01000077",1,1,0.111111111111111,0.267361111111111,1,0.112847222222222,0.324652777777778
"E01000078",1,1,0,0.0270676691729323,1,0,0.156390977443609
"E01000079",1,1,0.206119162640902,0.418679549114332,1,0.227053140096618,0.534621578099839
"E01000080",1,1,0.454090150250417,0.689482470784641,1,0.514190317195326,0.776293823038397
"E01000081",1,1,0.0192592592592593,0.106666666666667,1,0.0222222222222222,0.136296296296296
"E01000082",1,1,0.183238636363636,0.417613636363636,1,0.213068181818182,0.498579545454545
"E01000083",1,1,0,0.00622083981337481,1,0,0.0108864696734059
"E01000084",1,1,0.225621414913958,0.552581261950287,1,0.34225621414914,0.5717017208413
"E01000085",1,1,0,0.0517241379310345,1,0,0.061128526645768
"E01000086",1,1,0.312859884836852,0.523992322456814,1,0.443378119001919,0.533589251439539
"E01000087",1,1,0.246422893481717,0.0254372019077901,1,0,0.292527821939587
"E01000088",1,1,0.35828025477707,0.544585987261146,1,0.412420382165605,0.597133757961783
"E01000089",1,1,0.222222222222222,0.496194824961948,1,0.28310502283105,0.599695585996956
"E01000090",1,1,0.023696682464455,0.123222748815166,1,0.0947867298578199,0.162717219589258
"E01000091",1,1,0.251381215469613,0.513812154696133,1,0.296961325966851,0.614640883977901
"E01000092",0.424337674000898,0.424337674000898,0.0017961383026493,0.0121239335428828,0.424337674000898,0.0017961383026493,0.0291872474180512
"E01000093",1,1,0.0457902511078287,0.199409158050222,1,0.0576070901033973,0.225997045790251
"E01000094",0.545155993431856,0.545155993431856,0.00328407224958949,0,0.545155993431856,0,0.00574712643678161
"E01000095",0.774081774081774,0.774081774081774,0.0679140679140679,0.00554400554400554,0.774081774081774,0,0.0769230769230769
"E01000096",1,1,0.56701030927835,0.468041237113402,1,0.317525773195876,0.876288659793814
"E01000097",1,1,0,0,1,0,0
"E01000098",1,1,0,0.00306748466257669,1,0,0.0184049079754601
"E01000099",0.99895724713243,0.99895724713243,0,0.0281543274244004,0.99895724713243,0.00625651720542232,0.0552659019812305
"E01000100",1,1,0.321766561514196,0.537854889589905,1,0.394321766561514,0.635646687697161
"E01000101",1,1,0.0383973288814691,0.128547579298831,1,0.0634390651085142,0.141903171953255
"E01000102",1,1,0.3265625,0.5625,1,0.4078125,0.59375
"E01000103",1,1,0.210526315789474,0.614035087719298,1,0.303508771929825,0.63859649122807
"E01000104",1,1,0.269436997319035,0.652815013404826,1,0.38739946380697,0.778820375335121
"E01000105",1,1,0.142439024390244,0.246829268292683,1,0.164878048780488,0.297560975609756
"E01000106",1,1,0.227884615384615,0.338461538461538,1,0.227884615384615,0.396153846153846
"E01000107",1,1,0.405660377358491,0.663522012578616,1,0.471698113207547,0.721698113207547
"E01000108",1,1,0.1,0.4,1,0.219178082191781,0.461643835616438
"E01000109",0.722986247544204,0.722986247544204,0,0,0.722986247544204,0,0
"E01000110",0.998134328358209,0.998134328358209,0.0876865671641791,0,0.23134328358209,0,0.0932835820895522
"E01000111",0.483660130718954,0.483660130718954,0,0,0.284967320261438,0,0
"E01000112",1,1,0,0,1,0,0
"E01000113",1,1,0.0713245997088792,0.174672489082969,1,0.0887918486171761,0.213973799126638
"E01000114",0.596754057428215,0.596754057428215,0,0,0.596754057428215,0,0
"E01000115",0.944664031620553,0.944664031620553,0,0,0.897233201581028,0,0
"E01000116",1,1,0.143987341772152,0.462025316455696,1,0.251582278481013,0.462025316455696
"E01000117",1,1,0.0317241379310345,0.131034482758621,1,0.0551724137931034,0.191724137931034
"E01000118",0.920103092783505,0.920103092783505,0.0966494845360825,0.234536082474227,0.920103092783505,0.117268041237113,0.253865979381443
"E01000119",0.971246006389776,0.971246006389776,0.0670926517571885,0.118210862619808,0.881789137380192,0.0910543130990415,0.164536741214058
"E01000120",1,1,0.141176470588235,0.27843137254902,1,0.22156862745098,0.372549019607843
"E01000121",0.960674157303371,0.960674157303371,0.108614232209738,0.183520599250936,0.960674157303371,0.108614232209738,0.192883895131086
"E01000122",1,1,0.00749063670411985,0.0898876404494382,1,0.0168539325842697,0.0955056179775281
"E01000123",1,1,0.248633879781421,0.168032786885246,0.980874316939891,0.12431693989071,0.467213114754098
"E01000124",1,1,0.0994764397905759,0.0209424083769634,1,0.0183246073298429,0.151832460732984
"E01000125",0.936897458369851,0.936897458369851,0.0192813321647677,0.0893952673093777,0.802804557405784,0.0359333917616126,0.100788781770377
"E01000126",1,1,0.0410783055198973,0,1,0,0.124518613607189
"E01000127",1,1,0.533582089552239,0.958955223880597,1,0.865671641791045,1
"E01000128",1,1,0.3453125,0.509375,1,0.4078125,0.6984375
"E01000129",1,1,0.361271676300578,0.520231213872832,1,0.440751445086705,0.591040462427746
"E01000130",1,1,0.368258859784284,0.184899845916795,1,0.0924499229583975,0.522342064714946
"E01000131",1,1,0.291666666666667,0.0994623655913978,1,0.131720430107527,0.323924731182796
"E01000132",1,1,0.30174081237911,0.578336557059961,1,0.350096711798839,0.622823984526112
"E01000133",1,1,0.507389162561576,0.566502463054187,1,0.538587848932677,0.834154351395731
"E01000134",0.993537964458804,0.993537964458804,0.287560581583199,0.390953150242326,0.993537964458804,0.316639741518578,0.434571890145396
