"lsoa11","all_gs_access_pct","all_with_row_gs_access_pct","doorstep_gs_access_pct","local_gs_access_pct","neighbourhood_gs_access_pct","combined_std_gs_access_pct","partialcombined_std_gs_access_pct"
"E01023515",1,1,0.00948509485094851,0,0.727642276422764,0,0.021680216802168
"E01023516",1,1,0.129943502824859,0,0.0564971751412429,0,0.19774011299435
"E01023517",0.87972027972028,1,0.324475524475524,0.0027972027972028,0.476923076923077,0.0027972027972028,0.348251748251748
"E01023518",1,1,0.300995024875622,0,0,0,0.32089552238806
"E01023519",1,1,0.130116959064327,0,0,0,0.171052631578947
"E01023520",0.823179791976226,1,0.108469539375929,0,0,0,0.12630014858841
"E01023523",0.0813609467455621,0.609467455621302,0,0,0.00443786982248521,0,0.0014792899408284
"E01023524",0.751322751322751,1,0.0634920634920635,0,0.137566137566138,0,0.0670194003527337
"E01023525",0.883313885647608,0.978996499416569,0.162193698949825,0.0058343057176196,0.233372228704784,0.0105017502917153,0.179696616102684
"E01023526",0.477748691099476,0.981675392670157,0.00392670157068063,0,0.00261780104712042,0,0.0170157068062827
"E01023527",1,1,0.0889570552147239,0,0,0,0.0966257668711656
"E01023528",0.580029368575624,1,0.135095447870778,0.0293685756240822,0.325991189427313,0.0190895741556534,0.171806167400881
"E01023529",1,1,0.479204339963834,0.614828209764919,1,0.44122965641953,0.817359855334539
"E01023530",0.981666666666667,1,0.39,0.585,0.941666666666667,0.49,0.593333333333333
"E01023531",1,1,0.439054726368159,0.573383084577114,1,0.517412935323383,0.574626865671642
"E01023532",0.987430167597765,1,0.114525139664804,0.191340782122905,0.986033519553073,0.107541899441341,0.230446927374302
"E01023533",1,1,0.484398216939079,0.493313521545319,1,0.304606240713224,0.805349182763744
"E01023534",1,1,0.731481481481482,0.893518518518518,1,0.861111111111111,1
"E01023535",1,1,0.42816091954023,0.277298850574713,1,0.237068965517241,0.66235632183908
"E01023536",1,1,0.605744125326371,0.140992167101828,1,0.0848563968668407,0.731070496083551
"E01023537",1,1,0.318342151675485,0.333333333333333,1,0.274250440917108,0.45326278659612
"E01023538",1,1,0.493743984600578,0.437921077959577,1,0.374398460057748,0.822906641000962
"E01023539",1,1,0.0442477876106195,0.102507374631268,0.990412979351032,0.058259587020649,0.119469026548673
"E01023540",1,1,0.178362573099415,0.350877192982456,1,0.228070175438596,0.277777777777778
"E01023541",1,1,0.285,0.432,1,0.344,0.463
"E01023542",1,1,0.303779069767442,0.591569767441861,1,0.361918604651163,0.688953488372093
"E01023543",0.914196567862715,0.914196567862715,0.223088923556942,0.0062402496099844,0.914196567862715,0,0.294851794071763
"E01023544",1,1,0.740518962075848,0.972055888223553,1,0.822355289421158,0.970059880239521
"E01023545",1,1,0.508083140877598,0.464203233256351,1,0.429561200923788,0.572748267898383
"E01023546",1,1,0.453917050691244,0.286866359447005,1,0.237327188940092,0.631336405529954
