"LSOA11CD","tasmax_avg"
"E01000001",23.3725221020641
"E01000002",23.3698154075302
"E01000003",23.360125617064
"E01000005",23.3792864679119
"E01000006",23.2388315125175
"E01000007",23.2494588805407
"E01000008",23.2600025315614
"E01000009",23.24
"E01000010",23.2509021043981
"E01000011",23.24
"E01000012",23.2567479106486
"E01000013",23.2039225535573
"E01000014",23.2028409528597
"E01000015",23.196949463046
"E01000016",23.19
"E01000017",23.19
"E01000018",23.19
"E01000019",23.1753597501061
"E01000020",23.1724561195953
"E01000021",23.1851034628657
"E01000022",23.1775748236982
"E01000023",23.1990966798518
"E01000024",23.1940304978707
"E01000025",23.1984322735275
"E01000027",23.0636253093637
"E01000028",23.1
"E01000029",23.1029357949928
"E01000030",23.0745720600986
"E01000031",23.0779044881948
"E01000032",23.1180278629835
"E01000033",23.1700758696158
"E01000034",23.1702653469768
"E01000035",23.1896676001314
"E01000036",23.1904487920979
"E01000037",23.1736601608533
"E01000038",23.160180896365
"E01000039",23.1854461343901
"E01000040",23.231970464733
"E01000041",23.2292160742899
"E01000042",23.2314011071185
"E01000043",23.2492474996157
"E01000044",23.2433832303372
"E01000045",23.2438491104013
"E01000046",23.2297502666779
"E01000048",23.26
"E01000049",23.2596756253464
"E01000050",23.2569440965587
"E01000051",23.26
"E01000052",23.2520387402751
"E01000053",23.2390410376836
"E01000054",23.2217918171268
"E01000055",23.2293375389564
"E01000056",23.2306025802535
"E01000057",23.220396785169
"E01000058",23.2129448673059
"E01000059",23.2163465692609
"E01000060",23.1687850610262
"E01000061",23.1598730835933
"E01000062",23.173740263722
"E01000063",23.1603393628546
"E01000064",23.1777369170859
"E01000065",23.1775823614552
"E01000066",23.2087107694619
"E01000067",23.2104581360436
"E01000068",23.2326322585209
"E01000069",23.2274014779798
"E01000070",23.2197515812878
"E01000071",23.23
"E01000072",23.225498677834
"E01000073",23.2041558043327
"E01000074",23.1971773957305
"E01000075",23.2105354330091
"E01000076",23.2247511826989
"E01000077",23.19
"E01000078",23.182403395357
"E01000079",23.1901914246281
"E01000080",23.19
"E01000081",23.19
"E01000082",23.1626578346686
"E01000083",23.1781579339274
"E01000084",23.21
"E01000085",23.2105455758265
"E01000086",23.21
"E01000087",23.2422108780893
"E01000088",23.2299525287396
"E01000089",23.2413425473624
"E01000090",23.2691119662371
"E01000091",23.2573496138453
"E01000092",23.2749605915106
"E01000093",23.2506117974482
"E01000094",23.2672726001397
"E01000095",23.2554586885628
"E01000096",23.25
"E01000097",23.1526688416567
"E01000098",23.1646978338666
"E01000099",23.1552313510414
"E01000100",23.1604090566807
"E01000101",23.16
"E01000102",23.1674941073184
"E01000103",23.2296937028789
"E01000104",23.2196043137563
"E01000105",23.21
"E01000106",23.210028366993
"E01000107",23.2102400368827
"E01000108",23.2094881480441
"E01000109",23.1420220831735
"E01000110",23.112627985805
"E01000111",23.1346418986898
"E01000112",23.1349414807456
"E01000113",23.1448225967516
"E01000114",23.1445951793418
"E01000115",23.1123683129343
"E01000116",23.1195833736011
"E01000117",23.0893481095375
"E01000118",23.0892334432543
"E01000119",23.1076603889989
"E01000120",23.1222625873261
"E01000121",23.1327301039685
"E01000122",23.1613252942468
"E01000123",23.1539398853458
"E01000124",23.1696984944183
"E01000125",23.1520624617937
"E01000126",23.2039595138893
"E01000127",23.1447737725356
"E01000128",23.19
"E01000129",23.1856047203413
"E01000130",23.1651691200419
"E01000131",23.1920737746872
"E01000132",23.14
"E01000133",23.1275525331715
"E01000134",23.1424512064525
"E01000135",23.1632459102221
"E01000136",23.0129983122443
"E01000137",23.17
"E01000138",23.1705916746101
"E01000139",23.1661696786238
"E01000140",23.0766652965488
"E01000141",23.2194158309589
"E01000142",23.1918668110617
"E01000143",23.1717531103185
"E01000144",23.16783136077
"E01000145",23.1701083892261
"E01000146",23.1394311750559
"E01000147",23.2274215400022
"E01000148",23.1887749043869
"E01000150",23.222994050578
"E01000151",23.21
"E01000152",23.1588685099335
"E01000153",23.1693332654028
"E01000154",23.21
"E01000155",23.2069083265887
"E01000156",23.0851361921315
"E01000157",23.15044553965
"E01000158",23.1316803088099
"E01000159",23.1025491522828
"E01000160",23.182172264066
"E01000161",23.1423475308755
"E01000162",23.1255103985457
"E01000163",23.21
"E01000164",23.1401210581914
"E01000165",23.1837836360894
"E01000166",22.992494993938
"E01000167",23.0285621066526
"E01000168",23.0149046428647
"E01000169",23.0344953240337
"E01000170",23.060625043547
"E01000171",23.0519422134752
"E01000172",23.0492252978763
"E01000173",23.0985855421232
"E01000174",23.0533636195353
"E01000175",23.0780460661851
"E01000176",23.0410127712372
"E01000177",23.0129204897662
"E01000178",23.0459964248922
"E01000179",23.0334655637191
"E01000180",23.0093033903826
"E01000181",22.9732842096903
"E01000182",22.9713128396715
"E01000183",23.01
"E01000184",23.0766717711344
"E01000185",23.0472657968524
"E01000186",23.0490624366429
"E01000187",23.0102607127566
"E01000188",22.8835156966513
"E01000189",23.0141868082047
"E01000190",23.0244410349334
"E01000191",23.0732634627596
"E01000192",23.0905254704549
"E01000193",23.0929841419358
"E01000194",23.1439554774406
"E01000195",22.9854662712968
"E01000196",23.0786332695937
"E01000197",23.0002689016538
"E01000198",23.1249319102548
"E01000199",23.1222095085274
"E01000200",23.1276251981762
"E01000201",23.1548492215007
"E01000202",23.0996821589657
"E01000203",23.0958820592219
"E01000204",23.1159148805109
"E01000205",23.09
"E01000206",23.0099036046145
"E01000207",23.0877441966353
"E01000208",23.0210800208519
"E01000209",23.1126405081581
"E01000210",23.0716054729883
"E01000211",23.1560683854557
"E01000212",23.1028020604333
"E01000213",23.085242497726
"E01000214",23.0711037920049
"E01000215",23.18
"E01000216",23.1794465594849
"E01000217",23.1789922028925
"E01000218",23.1783312871024
"E01000219",23.2133873230811
"E01000220",23.1761669145248
"E01000221",23.2496475022632
"E01000222",23.2308067216093
"E01000223",23.225349622498
"E01000224",23.2023551652728
"E01000225",23.166616004141
"E01000226",23.144180566834
"E01000227",23.1024318053598
"E01000228",22.8644589367499
"E01000229",23.0382791859486
"E01000230",23.0432542711484
"E01000231",23.0355648466981
"E01000232",23.0700125357831
"E01000233",23.0958141719415
"E01000234",23.071212671475
"E01000235",23.1269122584261
"E01000236",23.159275862262
"E01000237",23.1381079466373
"E01000238",23.1096302326254
"E01000239",23.1244101673177
"E01000240",23.1468456251517
"E01000241",23.1252532288202
"E01000242",23.1016057177555
"E01000243",23.1019873984229
"E01000244",23.1194194719814
"E01000245",23.1161157443697
"E01000246",22.8707343398821
"E01000247",22.9672875393944
"E01000248",22.734582734202
"E01000249",22.7835448055881
"E01000250",22.7585290155354
"E01000251",23.0029926179156
"E01000252",22.9440206317617
"E01000253",22.741433639562
"E01000254",22.7374062892101
"E01000255",22.9255625893619
"E01000256",23.0679758342875
"E01000257",23.0911290484862
"E01000258",22.9940290426441
"E01000259",23.0954401020411
"E01000260",23.1033043593651
"E01000261",22.846143756837
"E01000262",22.9809658265489
"E01000263",22.9563406627545
"E01000264",23.0187201002075
"E01000265",23.02
"E01000266",22.9861725508009
"E01000267",23.0162387037451
"E01000268",22.9931039645941
"E01000269",22.9600253022292
"E01000270",23.0142769924983
"E01000271",22.9755242757139
"E01000272",22.9952180746199
"E01000273",22.9624535745186
"E01000274",23.0176731304257
"E01000275",23.0522141254893
"E01000276",23.0280447362745
"E01000277",23.0795493249617
"E01000278",23.0569154954692
"E01000279",22.8867002297698
"E01000280",22.9766230795444
"E01000281",22.9510851465554
"E01000282",22.9798165887726
"E01000283",23.0025112789307
"E01000284",22.9751779225493
"E01000285",22.894656735947
"E01000286",22.8466695566849
"E01000287",22.91
"E01000288",22.946421209069
"E01000289",22.9445838244708
"E01000290",22.7809942877253
"E01000291",22.9384040264295
"E01000292",22.8056328574617
"E01000293",22.8166480077836
"E01000294",22.7858908084749
"E01000295",23.0018288154369
"E01000296",23.0434489800529
"E01000297",23.0141660662607
"E01000298",23.0211812254087
"E01000299",23.0083901535597
"E01000300",23.0753021020333
"E01000301",23.0457193117008
"E01000302",23.0314950362388
"E01000303",23.0499816822752
"E01000304",23.1086247136675
"E01000305",23.2551653705629
"E01000306",23.1393130711627
"E01000307",23.2330909564473
"E01000308",23.233393681058
"E01000309",23.1298718622534
"E01000310",23.1589606945267
"E01000311",23.1794042555786
"E01000312",23.2111819833066
"E01000313",23.178617626174
"E01000314",23.13
"E01000315",23.0749746910962
"E01000316",23.0187018199908
"E01000317",23.0213213738829
"E01000318",23.0068915000115
"E01000319",23.0351215214194
"E01000320",22.9865388906352
